,Memory usage,RangeBF,SuRF Base,SuRF Real s=4,SuRF Real s=8,FST
0,12534,0.993795,,,,
1,75034,0.29245,,,,
2,137534,0.158517,,,,
3,200034,0.114585,,,,
4,262534,0.09663,,,,
5,325034,0.0836414,,,,
6,387534,0.0757532,,,,
7,450034,0.0670597,,,,
0,240019,,0.498606,,,
1,240019,,0.498606,,,
2,240019,,0.498606,,,
3,240019,,0.498606,,,
4,220815,,0.498606,,,
5,220815,,0.498606,,,
6,220815,,0.498606,,,
7,220815,,0.498606,,,
8,220815,,0.498606,,,
9,220815,,0.498606,,,
10,220815,,0.498606,,,
11,220815,,0.498606,,,
12,220815,,0.498606,,,
13,220815,,0.498606,,,
14,220815,,0.498606,,,
0,290027,,,0.312925,,
1,290027,,,0.312925,,
2,290027,,,0.312925,,
3,290027,,,0.312925,,
4,290027,,,0.312925,,
5,290027,,,0.312925,,
6,270823,,,0.312925,,
7,270823,,,0.312925,,
8,270823,,,0.312925,,
9,270823,,,0.312925,,
10,270823,,,0.312925,,
11,270823,,,0.312925,,
12,270823,,,0.312925,,
13,270823,,,0.312925,,
14,270823,,,0.312925,,
0,340027,,,,0.136412,
1,340027,,,,0.136412,
2,340027,,,,0.136412,
3,340027,,,,0.136412,
4,340027,,,,0.136412,
5,340027,,,,0.136412,
6,340027,,,,0.136412,
7,320823,,,,0.136412,
8,320823,,,,0.136412,
9,320823,,,,0.136412,
10,320823,,,,0.136412,
11,320823,,,,0.136412,
12,320823,,,,0.136412,
13,320823,,,,0.136412,
14,320823,,,,0.136412,
0,871254,,,,,0.0177793
