,Memory usage,RangeBF,SuRF Base,SuRF Real s=4,SuRF Real s=8,FST
0,12534,1.0,,,,
1,75034,0.998932,,,,
2,137534,0.99458,,,,
3,200034,0.986182,,,,
4,262534,0.973207,,,,
5,325034,0.957521,,,,
6,387534,0.938878,,,,
7,450034,0.922494,,,,
0,249356,,0.952511,,,
1,249356,,0.952511,,,
2,249356,,0.952511,,,
3,249356,,0.952511,,,
4,249356,,0.952511,,,
5,249356,,0.952511,,,
6,249356,,0.952511,,,
7,249356,,0.952511,,,
8,249356,,0.952511,,,
9,249356,,0.952511,,,
10,249356,,0.952511,,,
11,249356,,0.952511,,,
12,249356,,0.952511,,,
13,211693,,0.952511,,,
14,211693,,0.952511,,,
0,299364,,,0.919168,,
1,299364,,,0.919168,,
2,299364,,,0.919168,,
3,299364,,,0.919168,,
4,299364,,,0.919168,,
5,299364,,,0.919168,,
6,299364,,,0.919168,,
7,299364,,,0.919168,,
8,299364,,,0.919168,,
9,299364,,,0.919168,,
10,299364,,,0.919168,,
11,299364,,,0.919168,,
12,299364,,,0.919168,,
13,299364,,,0.919168,,
14,299364,,,0.919168,,
0,349364,,,,0.884388,
1,349364,,,,0.884388,
2,349364,,,,0.884388,
3,349364,,,,0.884388,
4,349364,,,,0.884388,
5,349364,,,,0.884388,
6,349364,,,,0.884388,
7,349364,,,,0.884388,
8,349364,,,,0.884388,
9,349364,,,,0.884388,
10,349364,,,,0.884388,
11,349364,,,,0.884388,
12,349364,,,,0.884388,
13,349364,,,,0.884388,
14,349364,,,,0.884388,
0,905455,,,,,0.0227077
