,Memory usage,RangeBF,SuRF Base,SuRF Real s=4,SuRF Real s=8,FST
0,12534,0.993331,,,,
1,75034,0.297262,,,,
2,137534,0.18301,,,,
3,200034,0.145057,,,,
4,262534,0.126129,,,,
5,325034,0.115396,,,,
6,387534,0.1067,,,,
7,450034,0.0962504,,,,
0,249356,,0.358447,,,
1,249356,,0.358447,,,
2,249356,,0.358447,,,
3,249356,,0.358447,,,
4,249356,,0.358447,,,
5,249356,,0.358447,,,
6,249356,,0.358447,,,
7,249356,,0.358447,,,
8,249356,,0.358447,,,
9,249356,,0.358447,,,
10,249356,,0.358447,,,
11,249356,,0.358447,,,
12,249356,,0.358447,,,
13,211693,,0.358479,,,
14,211693,,0.358479,,,
0,299364,,,0.257728,,
1,299364,,,0.257728,,
2,299364,,,0.257728,,
3,299364,,,0.257728,,
4,299364,,,0.257728,,
5,299364,,,0.257728,,
6,299364,,,0.257728,,
7,299364,,,0.257728,,
8,299364,,,0.257728,,
9,299364,,,0.257728,,
10,299364,,,0.257728,,
11,299364,,,0.257728,,
12,299364,,,0.257728,,
13,299364,,,0.257728,,
14,299364,,,0.257728,,
0,349364,,,,0.167395,
1,349364,,,,0.167395,
2,349364,,,,0.167395,
3,349364,,,,0.167395,
4,349364,,,,0.167395,
5,349364,,,,0.167395,
6,349364,,,,0.167395,
7,349364,,,,0.167395,
8,349364,,,,0.167395,
9,349364,,,,0.167395,
10,349364,,,,0.167395,
11,349364,,,,0.167395,
12,349364,,,,0.167395,
13,349364,,,,0.167395,
14,349364,,,,0.167395,
0,905455,,,,,0.0396313
