,Memory usage,RangeBF,SuRF Base,SuRF Real s=4,SuRF Real s=8,FST
0,12534,0.999275,,,,
1,75034,0.999109,,,,
2,137534,0.998031,,,,
3,200034,0.995255,,,,
4,262534,0.990613,,,,
5,325034,0.985599,,,,
6,387534,0.976855,,,,
7,450034,0.967571,,,,
0,188039,,0.992623,,,
1,188039,,0.992623,,,
2,188039,,0.992623,,,
3,188039,,0.992623,,,
4,188039,,0.992623,,,
5,188039,,0.992623,,,
6,188039,,0.992623,,,
7,188039,,0.992623,,,
8,188039,,0.992623,,,
9,188039,,0.992623,,,
10,164053,,0.992623,,,
11,164053,,0.992623,,,
12,164053,,0.992623,,,
13,164053,,0.992623,,,
14,164053,,0.992623,,,
0,238047,,,0.970182,,
1,238047,,,0.970182,,
2,238047,,,0.970182,,
3,238047,,,0.970182,,
4,238047,,,0.970182,,
5,238047,,,0.970182,,
6,238047,,,0.970182,,
7,238047,,,0.970182,,
8,238047,,,0.970182,,
9,238047,,,0.970182,,
10,238047,,,0.970182,,
11,238047,,,0.970182,,
12,238047,,,0.970182,,
13,238047,,,0.970182,,
14,214053,,,0.970182,,
0,288047,,,,0.947016,
1,288047,,,,0.947016,
2,288047,,,,0.947016,
3,288047,,,,0.947016,
4,288047,,,,0.947016,
5,288047,,,,0.947016,
6,288047,,,,0.947016,
7,288047,,,,0.947016,
8,288047,,,,0.947016,
9,288047,,,,0.947016,
10,288047,,,,0.947016,
11,288047,,,,0.947016,
12,288047,,,,0.947016,
13,288047,,,,0.947016,
14,288047,,,,0.947016,
0,1414394,,,,,0.0
