,Memory usage,Prefix-BF,Prefix-QF
0,79601,0.185504,
1,159125,0.0346207,
2,238649,0.00602012,
3,318175,0.00154003,
4,397699,0.000140003,
5,477224,2.00004e-05,
6,556749,0.0,
7,636274,0.0,
8,715800,0.0,
9,795323,0.0,
10,874845,0.0,
11,954373,0.0,
12,1033898,0.0,
13,1113424,0.0,
14,1192948,0.0,
15,1272473,0.0,
16,1351998,0.0,
17,1431525,0.0,
18,1511050,0.0,
19,1590571,0.0,
20,1670098,0.0,
21,1749622,0.0,
22,1829147,0.0,
23,1908672,0.0,
24,1988198,0.0,
25,262144,,0.192664
26,327680,,0.101842
27,393216,,0.0526611
28,458752,,0.0266205
29,524288,,0.0133003
30,589824,,0.00706014
31,655360,,0.00354007
32,720896,,0.00154003
33,786432,,0.000880018
34,851968,,0.000320006
35,917504,,0.000160003
36,983040,,4.00008e-05
