,Memory usage,Prefix-BF,Prefix-QF
0,92124,0.375907,
1,184155,0.13656,
2,276188,0.0530881,
3,368219,0.0197421,
4,460254,0.00862682,
5,552287,0.00284401,
6,644317,0.000971702,
7,736350,0.000450301,
8,828382,0.0002133,
9,920416,0.0001422,
10,1012449,2.37001e-05,
11,1104480,0.0,
12,1196517,2.37001e-05,
13,1288549,0.0,
14,1380582,0.0,
15,1472615,0.0,
16,1564645,0.0,
17,1656679,0.0,
18,1748712,0.0,
19,1840745,0.0,
20,1932778,0.0,
21,2024813,0.0,
22,2116844,0.0,
23,2208877,0.0,
24,2300909,0.0,
25,262144,,0.278499
26,327680,,0.152462
27,393216,,0.0768593
28,458752,,0.0386548
29,524288,,0.0198132
30,589824,,0.00974072
31,655360,,0.00504811
32,720896,,0.00289141
33,786432,,0.0013746
34,851968,,0.000497701
35,917504,,0.000260701
36,983040,,0.0001185
