,Memory usage,Prefix-BF,Prefix-QF
0,92124,0.418543,
1,184155,0.172949,
2,276188,0.0712072,
3,368219,0.0299194,
4,460254,0.0127024,
5,552287,0.00519177,
6,644317,0.00221625,
7,736350,0.0010876,
8,828382,0.000225729,
9,920416,0.000164167,
10,1012449,6.15625e-05,
11,1104480,2.05208e-05,
12,1196517,2.05208e-05,
13,1288549,0.0,
14,1380582,0.0,
15,1472615,0.0,
16,1564645,0.0,
17,1656679,0.0,
18,1748712,0.0,
19,1840745,0.0,
20,1932778,0.0,
21,2024813,0.0,
22,2116844,0.0,
23,2208877,0.0,
24,2300909,0.0,
25,262144,,0.281238
26,327680,,0.152819
27,393216,,0.0783895
28,458752,,0.0404671
29,524288,,0.0200488
30,589824,,0.0100552
31,655360,,0.0050276
32,720896,,0.0024625
33,786432,,0.00125177
34,851968,,0.000430937
35,917504,,0.000164167
36,983040,,8.20833e-05
