,Memory usage,Prefix-BF,Prefix-QF
0,91023,0.620685,
1,181967,0.377275,
2,272913,0.228089,
3,363858,0.137405,
4,454802,0.0855234,
5,545750,0.051122,
6,636697,0.0333613,
7,727639,0.0212208,
8,818586,0.0136605,
9,909530,0.00774031,
10,1000476,0.00550022,
11,1091421,0.00328013,
12,1182368,0.0024001,
13,1273314,0.00142006,
14,1364258,0.00074003,
15,1455203,0.000420017,
16,1546150,0.00024001,
17,1637095,0.000160006,
18,1728040,0.000100004,
19,1818986,2.00008e-05,
20,1909932,0.000120005,
21,2000877,4.00016e-05,
22,2091821,0.0,
23,2182767,0.0,
24,2273712,0.0,
25,524288,,0.226169
26,655360,,0.118485
27,786432,,0.0603824
28,917504,,0.0310412
29,1048576,,0.0159406
30,1179648,,0.00798032
31,1310720,,0.00382015
32,1441792,,0.00186007
33,1572864,,0.000840034
34,1703936,,0.000420017
35,1835008,,0.00024001
36,1966080,,8.00032e-05
