,Memory usage,Splash y=0.7,Splash y=0.8,Splash y=0.9,Splash y=1.0,SuRF,FST
0,147158,0.0,,,,,
1,147158,0.0,,,,,
2,183507,0.0,,,,,
3,206679,0.0,,,,,
4,215251,0.0,,,,,
5,217165,0.0,,,,,
6,217697,0.0,,,,,
7,217772,0.0,,,,,
8,217801,0.0,,,,,
9,217875,0.0,,,,,
10,217875,0.0,,,,,
11,217875,0.0,,,,,
12,217875,0.0,,,,,
13,217875,0.0,,,,,
14,217875,0.0,,,,,
0,148429,,0.0,,,,
1,148429,,0.0,,,,
2,185213,,0.0,,,,
3,208397,,0.0,,,,
4,215472,,0.0,,,,
5,217375,,0.0,,,,
6,217771,,0.0,,,,
7,217846,,0.0,,,,
8,217875,,0.0,,,,
9,217875,,0.0,,,,
10,217875,,0.0,,,,
11,217875,,0.0,,,,
12,217875,,0.0,,,,
13,217875,,0.0,,,,
14,217875,,0.0,,,,
0,148747,,,0.0,,,
1,148747,,,0.0,,,
2,185549,,,0.0,,,
3,208857,,,0.0,,,
4,215960,,,0.0,,,
5,217492,,,0.0,,,
6,217786,,,0.0,,,
7,217854,,,0.0,,,
8,217875,,,0.0,,,
9,217875,,,0.0,,,
10,217875,,,0.0,,,
11,217875,,,0.0,,,
12,217875,,,0.0,,,
13,217875,,,0.0,,,
14,217875,,,0.0,,,
0,148747,,,,0.0,,
1,148747,,,,0.0,,
2,185549,,,,0.0,,
3,208857,,,,0.0,,
4,215960,,,,0.0,,
5,217492,,,,0.0,,
6,217786,,,,0.0,,
7,217854,,,,0.0,,
8,217875,,,,0.0,,
9,217875,,,,0.0,,
10,217875,,,,0.0,,
11,217875,,,,0.0,,
12,217875,,,,0.0,,
13,217875,,,,0.0,,
14,217875,,,,0.0,,
0,196547,,,,,0.0,
0,246245,,,,,,0.0
