,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.0324032,,,,,,,,,,
1,25034,0.00180018,,,,,,,,,,
2,37534,0.00020002,,,,,,,,,,
3,50034,0.00010001,,,,,,,,,,
4,62534,0.00010001,,,,,,,,,,
5,75034,0.0,,,,,,,,,,
6,87534,0.0,,,,,,,,,,
7,100034,0.0,,,,,,,,,,
0,53317,,0.864086,,,,,,,,,
1,79887,,0.534253,,,,,,,,,
2,106455,,0.262126,,,,,,,,,
3,133019,,0.111211,,,,,,,,,
4,159583,,0.0471047,,,,,,,,,
5,186145,,0.0206021,,,,,,,,,
0,127694,,,0.0,,,,,,,,
1,114478,,,0.0,,,,,,,,
2,84665,,,0.00190019,,,,,,,,
3,71513,,,0.00630063,,,,,,,,
4,46255,,,0.0653065,,,,,,,,
5,28460,,,0.307231,,,,,,,,
6,24751,,,0.413541,,,,,,,,
7,23008,,,0.483148,,,,,,,,
8,22934,,,0.487449,,,,,,,,
9,22925,,,0.488249,,,,,,,,
10,22925,,,0.488249,,,,,,,,
0,22925,,,,0.488249,,,,,,,
1,22925,,,,0.488249,,,,,,,
2,22929,,,,0.488249,,,,,,,
3,22961,,,,0.488249,,,,,,,
4,23081,,,,0.488249,,,,,,,
5,23849,,,,0.487849,,,,,,,
6,27101,,,,0.485049,,,,,,,
7,38091,,,,0.463146,,,,,,,
8,60090,,,,0.377638,,,,,,,
9,91884,,,,0.226623,,,,,,,
10,112970,,,,0.0956096,,,,,,,
11,122940,,,,0.0289029,,,,,,,
12,126206,,,,0.00650065,,,,,,,
13,126926,,,,0.00120012,,,,,,,
14,127694,,,,0.0,,,,,,,
0,22877,,,,,0.488249,,,,,,
0,97923,,,,,,0.00010001,,,,,
1,94799,,,,,,0.00010001,,,,,
2,92924,,,,,,0.00010001,,,,,
3,91673,,,,,,0.00010001,,,,,
4,90780,,,,,,0.00010001,,,,,
5,90111,,,,,,0.00010001,,,,,
0,87478,,,,,,,0.00040004,,,,
1,84354,,,,,,,0.00040004,,,,
2,82479,,,,,,,0.00040004,,,,
3,81228,,,,,,,0.00040004,,,,
4,80335,,,,,,,0.00040004,,,,
5,79666,,,,,,,0.00040004,,,,
0,77034,,,,,,,,0.00080008,,,
1,73910,,,,,,,,0.00080008,,,
2,72035,,,,,,,,0.00080008,,,
3,70784,,,,,,,,0.00080008,,,
4,69891,,,,,,,,0.00080008,,,
5,69222,,,,,,,,0.00080008,,,
0,66589,,,,,,,,,0.00220022,,
1,63465,,,,,,,,,0.00210021,,
2,61590,,,,,,,,,0.0020002,,
3,60339,,,,,,,,,0.0020002,,
4,59446,,,,,,,,,0.00220022,,
5,58777,,,,,,,,,0.0020002,,
0,22877,,,,,0.488249,,,,,,
1,24141,,,,,0.488249,,,,,,
2,25389,,,,,0.331333,,,,,,
3,26637,,,,,0.252125,,,,,,
4,27885,,,,,0.19542,,,,,,
5,29133,,,,,0.165617,,,,,,
6,30381,,,,,0.152715,,,,,,
7,31629,,,,,0.142914,,,,,,
8,32885,,,,,0.137414,,,,,,
0,22877,,,,,,,,,,0.488249,
0,127662,,,,,,,,,,,0.0
