,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.1453,,,,,,,,,,
1,25034,0.0215,,,,,,,,,,
2,37534,0.0038,,,,,,,,,,
3,50034,0.0011,,,,,,,,,,
4,62534,0.0001,,,,,,,,,,
5,75034,0.0,,,,,,,,,,
6,87534,0.0001,,,,,,,,,,
7,100034,0.0001,,,,,,,,,,
0,52473,,0.9976,,,,,,,,,
1,78621,,0.9808,,,,,,,,,
2,104740,,0.9174,,,,,,,,,
3,130881,,0.7301,,,,,,,,,
4,157017,,0.3216,,,,,,,,,
5,183154,,0.0413,,,,,,,,,
0,149290,,,0.0,,,,,,,,
1,136102,,,0.0,,,,,,,,
2,109887,,,0.0,,,,,,,,
3,96922,,,0.0,,,,,,,,
4,71866,,,0.0,,,,,,,,
5,49410,,,0.0,,,,,,,,
6,40081,,,0.0,,,,,,,,
7,27519,,,0.0001,,,,,,,,
8,24699,,,0.0028,,,,,,,,
9,23744,,,0.0929,,,,,,,,
10,23744,,,0.0929,,,,,,,,
0,23744,,,,0.0929,,,,,,,
1,23744,,,,0.0929,,,,,,,
2,23777,,,,0.0929,,,,,,,
3,23925,,,,0.0929,,,,,,,
4,24272,,,,0.0929,,,,,,,
5,25210,,,,0.0929,,,,,,,
6,27252,,,,0.0929,,,,,,,
7,30946,,,,0.0929,,,,,,,
8,37648,,,,0.0929,,,,,,,
9,48900,,,,0.0929,,,,,,,
10,66116,,,,0.0929,,,,,,,
11,89092,,,,0.0929,,,,,,,
12,114371,,,,0.0929,,,,,,,
13,136895,,,,0.0909,,,,,,,
14,149290,,,,0.0,,,,,,,
0,23721,,,,,0.0929,,,,,,
0,112649,,,,,,0.0003,,,,,
1,109523,,,,,,0.0003,,,,,
2,107647,,,,,,0.0003,,,,,
3,106396,,,,,,0.0003,,,,,
4,105503,,,,,,0.0003,,,,,
5,104833,,,,,,0.0003,,,,,
0,100208,,,,,,,0.0009,,,,
1,97082,,,,,,,0.0009,,,,
2,95206,,,,,,,0.0009,,,,
3,93955,,,,,,,0.0009,,,,
4,93062,,,,,,,0.0009,,,,
5,92392,,,,,,,0.0009,,,,
0,87768,,,,,,,,0.0047,,,
1,84642,,,,,,,,0.0047,,,
2,82766,,,,,,,,0.0047,,,
3,81515,,,,,,,,0.0047,,,
4,80622,,,,,,,,0.0047,,,
5,79952,,,,,,,,0.0047,,,
0,75327,,,,,,,,,0.0181,,
1,72201,,,,,,,,,0.0181,,
2,70325,,,,,,,,,0.0181,,
3,69074,,,,,,,,,0.0181,,
4,68181,,,,,,,,,0.0181,,
5,67511,,,,,,,,,0.0181,,
0,23721,,,,,0.0929,,,,,,
1,24977,,,,,0.0929,,,,,,
2,26225,,,,,0.0506,,,,,,
3,27473,,,,,0.0305,,,,,,
4,28729,,,,,0.0158,,,,,,
5,29977,,,,,0.0074,,,,,,
6,31225,,,,,0.0031,,,,,,
7,32481,,,,,0.0018,,,,,,
8,33729,,,,,0.0009,,,,,,
0,23721,,,,,,,,,,0.0929,
0,149279,,,,,,,,,,,0.0
