,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.0269027,,,,,,,,,,
1,25034,0.00010001,,,,,,,,,,
2,37534,0.0,,,,,,,,,,
3,50034,0.0,,,,,,,,,,
4,62534,0.0,,,,,,,,,,
5,75034,0.0,,,,,,,,,,
6,87534,0.0,,,,,,,,,,
7,100034,0.0,,,,,,,,,,
0,52387,,0.978698,,,,,,,,,
1,78424,,0.848185,,,,,,,,,
2,104544,,0.616562,,,,,,,,,
3,130660,,0.376638,,,,,,,,,
4,156698,,0.216122,,,,,,,,,
5,182815,,0.132113,,,,,,,,,
0,178159,,,0.0,,,,,,,,
1,164947,,,0.0,,,,,,,,
2,138547,,,0.0,,,,,,,,
3,125347,,,0.0,,,,,,,,
4,98935,,,0.0,,,,,,,,
5,72535,,,0.0,,,,,,,,
6,59319,,,0.0,,,,,,,,
7,32925,,,0.0,,,,,,,,
8,19915,,,0.0142014,,,,,,,,
9,16224,,,0.363636,,,,,,,,
10,16224,,,0.363636,,,,,,,,
0,16224,,,,0.363636,,,,,,,
1,16224,,,,0.363636,,,,,,,
2,16224,,,,0.363636,,,,,,,
3,16224,,,,0.363636,,,,,,,
4,16224,,,,0.363636,,,,,,,
5,16224,,,,0.363636,,,,,,,
6,16224,,,,0.363636,,,,,,,
7,16224,,,,0.363636,,,,,,,
8,16224,,,,0.363636,,,,,,,
9,16224,,,,0.363636,,,,,,,
10,16224,,,,0.363636,,,,,,,
11,16260,,,,0.363636,,,,,,,
12,18340,,,,0.363636,,,,,,,
13,130252,,,,0.352835,,,,,,,
14,178159,,,,0.0,,,,,,,
0,16176,,,,,0.363636,,,,,,
0,136637,,,,,,0.0,,,,,
1,133513,,,,,,0.0,,,,,
2,131638,,,,,,0.0,,,,,
3,130387,,,,,,0.0,,,,,
4,129494,,,,,,0.0,,,,,
5,128825,,,,,,0.0,,,,,
0,120924,,,,,,,0.0,,,,
1,117800,,,,,,,0.0,,,,
2,115925,,,,,,,0.0,,,,
3,114674,,,,,,,0.0,,,,
4,113781,,,,,,,0.0,,,,
5,113112,,,,,,,0.0,,,,
0,105212,,,,,,,,0.0,,,
1,102088,,,,,,,,0.0,,,
2,100213,,,,,,,,0.0,,,
3,98962,,,,,,,,0.0,,,
4,98069,,,,,,,,0.0,,,
5,97400,,,,,,,,0.0,,,
0,89499,,,,,,,,,0.0,,
1,86375,,,,,,,,,0.0,,
2,84500,,,,,,,,,0.0,,
3,83249,,,,,,,,,0.0,,
4,82356,,,,,,,,,0.0,,
5,81687,,,,,,,,,0.0,,
0,16176,,,,,0.363636,,,,,,
1,17432,,,,,0.363636,,,,,,
2,18688,,,,,0.19882,,,,,,
3,19928,,,,,0.120512,,,,,,
4,21184,,,,,0.0605061,,,,,,
5,22440,,,,,0.0313031,,,,,,
6,23680,,,,,0.0149015,,,,,,
7,24936,,,,,0.00710071,,,,,,
8,26184,,,,,0.00340034,,,,,,
0,16176,,,,,,,,,,0.363636,
0,178127,,,,,,,,,,,0.0
