,Memory usage,RangeBF,BloomedSplash h=3,BloomedSplash h=5,BloomedSplash h=7,Splash,SuRF Real,FST
0,12534,0.995368,,,,,,
1,75034,0.253092,,,,,,
2,137534,0.0859147,,,,,,
3,200034,0.0381999,,,,,,
4,262534,0.0195702,,,,,,
5,325034,0.0121163,,,,,,
6,387534,0.00823428,,,,,,
7,450034,0.00571297,,,,,,
0,19166,,0.222746,,,,,
1,81666,,0.078841,,,,,
2,144166,,0.0347581,,,,,
3,206666,,0.0217513,,,,,
4,269166,,0.0155581,,,,,
5,331666,,0.00919478,,,,,
6,394166,,0.0069136,,,,,
7,456666,,0.00604314,,,,,
0,60149,,,0.00244127,,,,
1,122649,,,0.00204106,,,,
2,185149,,,0.0017309,,,,
3,247649,,,0.00169088,,,,
4,310149,,,0.00162084,,,,
5,372649,,,0.00156081,,,,
6,435149,,,0.00152079,,,,
7,497649,,,0.00145075,,,,
0,160344,,,,9.00468e-05,,,
1,222844,,,,9.00468e-05,,,
2,285344,,,,9.00468e-05,,,
3,347844,,,,9.00468e-05,,,
4,410344,,,,9.00468e-05,,,
5,472844,,,,9.00468e-05,,,
6,535344,,,,9.00468e-05,,,
7,597844,,,,9.00468e-05,,,
0,901031,,,,,1.00052e-05,,
1,900126,,,,,1.00052e-05,,
2,781563,,,,,1.00052e-05,,
3,694947,,,,,1.00052e-05,,
4,607749,,,,,2.00104e-05,,
5,535622,,,,,2.00104e-05,,
6,480416,,,,,4.00208e-05,,
7,428186,,,,,0.000140073,,
8,378123,,,,,0.000160083,,
9,327098,,,,,0.000380198,,
10,284869,,,,,0.00122063,,
11,228842,,,,,0.00178093,,
12,208160,,,,,0.00848441,,
13,198122,,,,,0.0162785,,
14,193316,,,,,0.0428823,,
15,190592,,,,,0.103234,,
16,190172,,,,,0.149078,,
17,190152,,,,,0.177412,,
18,190152,,,,,0.177412,,
19,190152,,,,,0.177412,,
0,211856,,,,,,0.17346,
0,904952,,,,,,,8.00416e-05
