,Memory usage,FPR Prefix-BF,FPR Multi-Prefix-BF (0.0),FPR Multi-Prefix-BF (0.3),FPR Multi-Prefix-BF (0.5),FPR Multi-Prefix-BF (0.7),FPR SuRFReal
0,93921,0.203285,,,,0.203285,
1,140832,0.0992917,,,,0.0992917,
2,187745,0.0590328,,,,0.0590328,
3,234659,0.0362382,,,,0.0362382,
4,281574,0.0244131,,,,0.0244131,
5,328485,0.0169387,,,,0.0169387,
6,375398,0.0128354,,,,0.0128354,
7,422316,0.00929926,,,,0.00929926,
8,469226,0.0076291,,,,0.0076291,
9,516138,0.0055878,,,,0.0055878,
10,563051,0.00416508,,,,0.00416508,
11,609963,0.00317536,,,,0.00317536,
12,656878,0.00240214,,,,0.00240214,
13,703791,0.00198975,,,,0.00198975,
14,750705,0.00183511,,,,0.00183511,
15,797620,0.00144334,,,,0.00144334,
16,844533,0.00109282,,,,0.00109282,
17,891443,0.000989721,,,,0.000989721,
18,938355,0.000701053,,,,0.000701053,
19,985274,0.000577337,,,,0.000577337,
20,1032184,0.000453622,,,,0.000453622,
21,1079098,0.000391765,,,,0.000391765,
22,1126011,0.000350526,,,,0.000350526,
23,1172925,0.00025774,,,,0.00025774,
24,1219838,0.000175263,,,,0.000175263,
25,1266751,0.000134025,,,,0.000134025,
26,1313664,0.000123715,,,,0.000123715,
27,1360576,6.18576e-05,,,,6.18576e-05,
28,1407489,2.06192e-05,,,,2.06192e-05,
29,125095,,0.104993,,,,
30,187593,,0.0477437,,,,
31,250092,,0.024609,,,,
32,312591,,0.0152685,,,,
33,375092,,0.00929926,,,,
34,437594,,0.00641257,,,,
35,500092,,0.00431972,,,,
36,562594,,0.00303102,,,,
37,625089,,0.0019382,,,,
38,687591,,0.00149489,,,,
39,750093,,0.000979412,,,,
40,812593,,0.000587647,,,,
41,875094,,0.000360836,,,,
42,937590,,0.000309288,,,,
43,1000092,,0.000164954,,,,
44,1062592,,0.000175263,,,,
45,1125093,,7.21672e-05,,,,
46,1187592,,7.21672e-05,,,,
47,1250090,,3.09288e-05,,,,
48,1312592,,2.06192e-05,,,,
49,1375092,,1.03096e-05,,,,
50,1437590,,1.03096e-05,,,,
51,1500093,,1.03096e-05,,,,
52,1562592,,1.03096e-05,,,,
53,1625094,,2.06192e-05,,,,
54,1687593,,0.0,,,,
55,1750095,,0.0,,,,
56,1812591,,0.0,,,,
57,1875092,,1.03096e-05,,,,
58,111735,,,0.134076,,,
59,167553,,,0.0647649,,,
60,223372,,,0.0335165,,,
61,279192,,,0.0202584,,,
62,335010,,,0.0138664,,,
63,390834,,,0.0094539,,,
64,446652,,,0.0069796,,,
65,502474,,,0.00508263,,,
66,558295,,,0.00336093,,,
67,614113,,,0.00227842,,,
68,669930,,,0.00176294,,,
69,725752,,,0.00124746,,,
70,781571,,,0.000917554,,,
71,837393,,,0.000742291,,,
72,893213,,,0.000463932,,,
73,949035,,,0.000371145,,,
74,1004853,,,0.00025774,,,
75,1060674,,,0.00025774,,,
76,1116493,,,0.000154644,,,
77,1172313,,,7.21672e-05,,,
78,1228131,,,4.12384e-05,,,
79,1283951,,,0.000103096,,,
80,1339771,,,4.12384e-05,,,
81,1395592,,,3.09288e-05,,,
82,1451412,,,1.03096e-05,,,
83,1507232,,,0.0,,,
84,1563049,,,4.12384e-05,,,
85,1618871,,,0.0,,,
86,1674695,,,1.03096e-05,,,
87,102826,,,,0.163531,,
88,154196,,,,0.0807345,,
89,205557,,,,0.0449705,,
90,256927,,,,0.027073,,
91,308290,,,,0.0184129,,
92,359657,,,,0.0129179,,
93,411026,,,,0.00904152,,
94,462394,,,,0.00701053,,
95,513761,,,,0.00497954,,
96,565123,,,,0.00381455,,
97,616492,,,,0.00255678,,
98,667859,,,,0.00228873,,
99,719226,,,,0.00158768,,
100,770593,,,,0.00119591,,
101,821959,,,,0.000969102,,
102,873325,,,,0.000701053,,
103,924691,,,,0.000422693,,
104,976058,,,,0.000381455,,
105,1027428,,,,0.000402074,,
106,1078792,,,,0.000206192,,
107,1130159,,,,0.000216502,,
108,1181523,,,,0.000195882,,
109,1232892,,,,0.000123715,,
110,1284260,,,,7.21672e-05,,
111,1335625,,,,8.24768e-05,,
112,1386989,,,,4.12384e-05,,
113,1438358,,,,5.1548e-05,,
114,1489725,,,,2.06192e-05,,
115,1541093,,,,2.06192e-05,,
116,211393,,,,,,0.363094
117,223897,,,,,,0.363094
118,274040,,,,,,0.352619
119,286536,,,,,,0.352619
120,299040,,,,,,0.262658
121,311544,,,,,,0.217677
122,324040,,,,,,0.193284
123,336544,,,,,,0.17983
124,349040,,,,,,0.172748
