,Memory usage,FPR Prefix-BF,FPR Multi-Prefix-BF (0.0),FPR Multi-Prefix-BF (0.3),FPR Multi-Prefix-BF (0.5),FPR Multi-Prefix-BF (0.7),FPR SuRFReal
0,78534,0.497093,,,,0.497093,
1,117761,0.369386,,,,0.369386,
2,156993,0.273025,,,,0.273025,
3,196224,0.202047,,,,0.202047,
4,235453,0.15013,,,,0.15013,
5,274683,0.114271,,,,0.114271,
6,313914,0.0859456,,,,0.0859456,
7,353143,0.0644041,,,,0.0644041,
8,392372,0.0475652,,,,0.0475652,
9,431601,0.0372397,,,,0.0372397,
10,470832,0.0276346,,,,0.0276346,
11,510064,0.0210311,,,,0.0210311,
12,549290,0.0159084,,,,0.0159084,
13,588521,0.0120464,,,,0.0120464,
14,627751,0.00929493,,,,0.00929493,
15,666979,0.00721382,,,,0.00721382,
16,706212,0.0051027,,,,0.0051027,
17,745439,0.00402213,,,,0.00402213,
18,784668,0.0030116,,,,0.0030116,
19,823898,0.00202107,,,,0.00202107,
20,863128,0.00194103,,,,0.00194103,
21,902357,0.00160085,,,,0.00160085,
22,941590,0.000970514,,,,0.000970514,
23,980818,0.000780414,,,,0.000780414,
24,1020048,0.000630334,,,,0.000630334,
25,1059279,0.000440233,,,,0.000440233,
26,1098507,0.000390207,,,,0.000390207,
27,1137737,0.000330175,,,,0.000330175,
28,1176968,0.000200106,,,,0.000200106,
29,125074,,0.287903,,,,
30,187575,,0.164587,,,,
31,250075,,0.0906781,,,,
32,312577,,0.0507569,,,,
33,375075,,0.0292455,,,,
34,437574,,0.0165988,,,,
35,500074,,0.0098152,,,,
36,562574,,0.00501266,,,,
37,625076,,0.00333177,,,,
38,687576,,0.00200106,,,,
39,750075,,0.00103055,,,,
40,812574,,0.000500265,,,,
41,875076,,0.000240127,,,,
42,937576,,0.000210111,,,,
43,1000077,,0.000140074,,,,
44,1062574,,8.00424e-05,,,,
45,1125075,,2.00106e-05,,,,
46,1187577,,0.0,,,,
47,1250076,,1.00053e-05,,,,
48,1312576,,2.00106e-05,,,,
49,1375076,,0.0,,,,
50,1437575,,2.00106e-05,,,,
51,1500074,,0.0,,,,
52,1562575,,0.0,,,,
53,1625073,,0.0,,,,
54,1687572,,0.0,,,,
55,1750076,,0.0,,,,
56,1812573,,1.00053e-05,,,,
57,1875074,,0.0,,,,
58,105131,,,0.365033,,,
59,157658,,,0.22735,,,
60,210184,,,0.144847,,,
61,262709,,,0.0910082,,,
62,315237,,,0.0595616,,,
63,367765,,,0.0380702,,,
64,420292,,,0.0236425,,,
65,472820,,,0.015168,,,
66,525346,,,0.00952505,,,
67,577872,,,0.00594315,,,
68,630400,,,0.00398211,,,
69,682925,,,0.00247131,,,
70,735454,,,0.00140074,,,
71,787979,,,0.000860456,,,
72,840505,,,0.000640339,,,
73,893034,,,0.000360191,,,
74,945562,,,0.00017009,,,
75,998088,,,0.000190101,,,
76,1050616,,,0.00017009,,,
77,1103141,,,6.00318e-05,,,
78,1155670,,,5.00265e-05,,,
79,1208196,,,2.00106e-05,,,
80,1260722,,,2.00106e-05,,,
81,1313252,,,0.0,,,
82,1365777,,,0.0,,,
83,1418305,,,1.00053e-05,,,
84,1470832,,,0.0,,,
85,1523359,,,0.0,,,
86,1575884,,,0.0,,,
87,91836,,,,0.421203,,
88,137709,,,,0.293606,,
89,183589,,,,0.197044,,
90,229467,,,,0.134401,,
91,275345,,,,0.0938698,,
92,321222,,,,0.0646142,,
93,367100,,,,0.0435231,,
94,412981,,,,0.0299259,,
95,458858,,,,0.0203708,,
96,504738,,,,0.0152781,,
97,550613,,,,0.0100253,,
98,596497,,,,0.00723383,,
99,642371,,,,0.0049026,,
100,688248,,,,0.00324172,,
101,734128,,,,0.00261138,,
102,780007,,,,0.00182097,,
103,825886,,,,0.00104055,,
104,871766,,,,0.000760403,,
105,917644,,,,0.000500265,,
106,963520,,,,0.000450239,,
107,1009401,,,,0.000310164,,
108,1055278,,,,0.000250133,,
109,1101153,,,,0.000100053,,
110,1147034,,,,0.000110058,,
111,1192914,,,,4.00212e-05,,
112,1238790,,,,6.00318e-05,,
113,1284667,,,,5.00265e-05,,
114,1330550,,,,5.00265e-05,,
115,1376424,,,,3.00159e-05,,
116,453377,,,,,,0.672136
117,465889,,,,,,0.672136
118,478385,,,,,,0.671986
119,490881,,,,,,0.671986
120,503385,,,,,,0.665823
121,515889,,,,,,0.662581
122,528385,,,,,,0.657408
123,540881,,,,,,0.654507
124,553385,,,,,,0.652746
