,Memory usage,FPR Prefix-BF,FPR Multi-Prefix-BF (0.0),FPR Multi-Prefix-BF (0.3),FPR Multi-Prefix-BF (0.5),FPR Multi-Prefix-BF (0.7),FPR SuRFReal
0,78534,0.48431,,,,0.48431,
1,117761,0.344132,,,,0.344132,
2,156993,0.240175,,,,0.240175,
3,196224,0.166761,,,,0.166761,
4,235453,0.118559,,,,0.118559,
5,274683,0.0838883,,,,0.0838883,
6,313914,0.0598039,,,,0.0598039,
7,353143,0.0418661,,,,0.0418661,
8,392372,0.0299298,,,,0.0299298,
9,431601,0.0220765,,,,0.0220765,
10,470832,0.0159187,,,,0.0159187,
11,510064,0.0111665,,,,0.0111665,
12,549290,0.00804302,,,,0.00804302,
13,588521,0.00554421,,,,0.00554421,
14,627751,0.00443983,,,,0.00443983,
15,666979,0.0031235,,,,0.0031235,
16,706212,0.00224223,,,,0.00224223,
17,745439,0.00161753,,,,0.00161753,
18,784668,0.00117131,,,,0.00117131,
19,823898,0.00076972,,,,0.00076972,
20,863128,0.000702788,,,,0.000702788,
21,902357,0.000446214,,,,0.000446214,
22,941590,0.000267729,,,,0.000267729,
23,980818,0.000256573,,,,0.000256573,
24,1020048,0.000234263,,,,0.000234263,
25,1059279,0.000256573,,,,0.000256573,
26,1098507,7.80875e-05,,,,7.80875e-05,
27,1137737,6.69322e-05,,,,6.69322e-05,
28,1176968,0.000122709,,,,0.000122709,
29,125074,,0.325279,,,,
30,187575,,0.183997,,,,
31,250075,,0.102942,,,,
32,312577,,0.0568589,,,,
33,375075,,0.0333434,,,,
34,437574,,0.0189195,,,,
35,500074,,0.0109657,,,,
36,562574,,0.00566692,,,,
37,625076,,0.00377051,,,,
38,687576,,0.00186295,,,,
39,750075,,0.000992827,,,,
40,812574,,0.000580079,,,,
41,875076,,0.000345816,,,,
42,937576,,0.000156175,,,,
43,1000077,,0.000100398,,,,
44,1062574,,4.46214e-05,,,,
45,1125075,,1.11554e-05,,,,
46,1187577,,1.11554e-05,,,,
47,1250076,,3.34661e-05,,,,
48,1312576,,1.11554e-05,,,,
49,1375076,,0.0,,,,
50,1437575,,0.0,,,,
51,1500074,,0.0,,,,
52,1562575,,0.0,,,,
53,1625073,,0.0,,,,
54,1687572,,0.0,,,,
55,1750076,,0.0,,,,
56,1812573,,0.0,,,,
57,1875074,,0.0,,,,
58,105131,,,0.393628,,,
59,157658,,,0.234731,,,
60,210184,,,0.145879,,,
61,262709,,,0.0890532,,,
62,315237,,,0.0554756,,,
63,367765,,,0.0353625,,,
64,420292,,,0.0205593,,,
65,472820,,,0.0135091,,,
66,525346,,,0.00824381,,,
67,577872,,,0.00498645,,,
68,630400,,,0.00307888,,,
69,682925,,,0.00180717,,,
70,735454,,,0.00100398,,,
71,787979,,,0.000803186,,,
72,840505,,,0.000368127,,,
73,893034,,,0.000435059,,,
74,945562,,,0.000200796,,,
75,998088,,,0.00014502,,,
76,1050616,,,6.69322e-05,,,
77,1103141,,,4.46214e-05,,,
78,1155670,,,1.11554e-05,,,
79,1208196,,,3.34661e-05,,,
80,1260722,,,0.0,,,
81,1313252,,,0.0,,,
82,1365777,,,0.0,,,
83,1418305,,,0.0,,,
84,1470832,,,0.0,,,
85,1523359,,,0.0,,,
86,1575884,,,0.0,,,
87,91836,,,,0.432192,,
88,137709,,,,0.283458,,
89,183589,,,,0.186283,,
90,229467,,,,0.121493,,
91,275345,,,,0.0811776,,
92,321222,,,,0.0543601,,
93,367100,,,,0.0362326,,
94,412981,,,,0.0234374,,
95,458858,,,,0.0159522,,
96,504738,,,,0.00992827,,
97,550613,,,,0.00660397,,
98,596497,,,,0.00503107,,
99,642371,,,,0.00301195,,
100,688248,,,,0.00203028,,
101,734128,,,,0.0014502,,
102,780007,,,,0.000903584,,
103,825886,,,,0.000580079,,
104,871766,,,,0.000435059,,
105,917644,,,,0.000334661,,
106,963520,,,,0.000189641,,
107,1009401,,,,0.000156175,,
108,1055278,,,,8.92429e-05,,
109,1101153,,,,5.57768e-05,,
110,1147034,,,,0.000100398,,
111,1192914,,,,2.23107e-05,,
112,1238790,,,,1.11554e-05,,
113,1284667,,,,0.0,,
114,1330550,,,,0.0,,
115,1376424,,,,0.0,,
116,453377,,,,,,0.100945
117,465889,,,,,,0.100945
118,478385,,,,,,0.0982564
119,490881,,,,,,0.0982564
120,503385,,,,,,0.0921098
121,515889,,,,,,0.0886963
122,528385,,,,,,0.0871568
123,540881,,,,,,0.0862421
124,553385,,,,,,0.0857178
