,Memory usage,FPR Prefix-BF,FPR Multi-Prefix-BF (0.0),FPR Multi-Prefix-BF (0.3),FPR Multi-Prefix-BF (0.5),FPR Multi-Prefix-BF (0.7),FPR SuRFReal
0,78534,0.0257708,,,,0.0257708,
1,117761,0.00359011,,,,0.00359011,
2,156993,0.000620019,,,,0.000620019,
3,196224,0.000180005,,,,0.000180005,
4,235453,3.00009e-05,,,,3.00009e-05,
5,274683,0.0,,,,0.0,
6,313914,0.0,,,,0.0,
7,353143,2.00006e-05,,,,2.00006e-05,
8,392372,0.0,,,,0.0,
9,431601,0.0,,,,0.0,
10,470832,0.0,,,,0.0,
11,510064,0.0,,,,0.0,
12,549290,0.0,,,,0.0,
13,588521,0.0,,,,0.0,
14,627751,0.0,,,,0.0,
15,666979,0.0,,,,0.0,
16,706212,0.0,,,,0.0,
17,745439,0.0,,,,0.0,
18,784668,0.0,,,,0.0,
19,823898,0.0,,,,0.0,
20,863128,0.0,,,,0.0,
21,902357,0.0,,,,0.0,
22,941590,0.0,,,,0.0,
23,980818,0.0,,,,0.0,
24,1020048,0.0,,,,0.0,
25,1059279,0.0,,,,0.0,
26,1098507,0.0,,,,0.0,
27,1137737,0.0,,,,0.0,
28,1176968,0.0,,,,0.0,
29,125074,,0.0113903,,,,
30,187575,,0.00133004,,,,
31,250075,,0.000160005,,,,
32,312577,,1.00003e-05,,,,
33,375075,,0.0,,,,
34,437574,,0.0,,,,
35,500074,,0.0,,,,
36,562574,,0.0,,,,
37,625076,,0.0,,,,
38,687576,,0.0,,,,
39,750075,,0.0,,,,
40,812574,,0.0,,,,
41,875076,,0.0,,,,
42,937576,,0.0,,,,
43,1000077,,0.0,,,,
44,1062574,,0.0,,,,
45,1125075,,0.0,,,,
46,1187577,,0.0,,,,
47,1250076,,0.0,,,,
48,1312576,,0.0,,,,
49,1375076,,0.0,,,,
50,1437575,,0.0,,,,
51,1500074,,0.0,,,,
52,1562575,,0.0,,,,
53,1625073,,0.0,,,,
54,1687572,,0.0,,,,
55,1750076,,0.0,,,,
56,1812573,,0.0,,,,
57,1875074,,0.0,,,,
58,105131,,,0.0179805,,,
59,157658,,,0.00174005,,,
60,210184,,,0.00032001,,,
61,262709,,,3.00009e-05,,,
62,315237,,,1.00003e-05,,,
63,367765,,,0.0,,,
64,420292,,,0.0,,,
65,472820,,,0.0,,,
66,525346,,,0.0,,,
67,577872,,,0.0,,,
68,630400,,,0.0,,,
69,682925,,,0.0,,,
70,735454,,,0.0,,,
71,787979,,,0.0,,,
72,840505,,,0.0,,,
73,893034,,,0.0,,,
74,945562,,,0.0,,,
75,998088,,,0.0,,,
76,1050616,,,0.0,,,
77,1103141,,,0.0,,,
78,1155670,,,0.0,,,
79,1208196,,,0.0,,,
80,1260722,,,0.0,,,
81,1313252,,,0.0,,,
82,1365777,,,0.0,,,
83,1418305,,,0.0,,,
84,1470832,,,0.0,,,
85,1523359,,,0.0,,,
86,1575884,,,0.0,,,
87,91836,,,,0.0211206,,
88,137709,,,,0.00242007,,
89,183589,,,,0.000370011,,
90,229467,,,,8.00024e-05,,
91,275345,,,,1.00003e-05,,
92,321222,,,,2.00006e-05,,
93,367100,,,,0.0,,
94,412981,,,,0.0,,
95,458858,,,,0.0,,
96,504738,,,,1.00003e-05,,
97,550613,,,,0.0,,
98,596497,,,,0.0,,
99,642371,,,,0.0,,
100,688248,,,,0.0,,
101,734128,,,,0.0,,
102,780007,,,,0.0,,
103,825886,,,,0.0,,
104,871766,,,,0.0,,
105,917644,,,,0.0,,
106,963520,,,,0.0,,
107,1009401,,,,0.0,,
108,1055278,,,,0.0,,
109,1101153,,,,0.0,,
110,1147034,,,,0.0,,
111,1192914,,,,0.0,,
112,1238790,,,,0.0,,
113,1284667,,,,0.0,,
114,1330550,,,,0.0,,
115,1376424,,,,0.0,,
116,453377,,,,,,0.00246007
117,465889,,,,,,0.00246007
118,478385,,,,,,0.00246007
119,490881,,,,,,0.00246007
120,503385,,,,,,0.00130004
121,515889,,,,,,0.000810024
122,528385,,,,,,0.00032001
123,540881,,,,,,0.000230007
124,553385,,,,,,0.000170005
