,Memory usage,FPR Prefix-BF,FPR Multi-Prefix-BF (0.0),FPR Multi-Prefix-BF (0.3),FPR Multi-Prefix-BF (0.5),FPR Multi-Prefix-BF (0.7),FPR SuRFReal
0,93921,0.588923,,,,0.588923,
1,140832,0.45148,,,,0.45148,
2,187745,0.349302,,,,0.349302,
3,234659,0.26185,,,,0.26185,
4,281574,0.201414,,,,0.201414,
5,328485,0.154582,,,,0.154582,
6,375398,0.117519,,,,0.117519,
7,422316,0.0892612,,,,0.0892612,
8,469226,0.07035,,,,0.07035,
9,516138,0.0535615,,,,0.0535615,
10,563051,0.0410184,,,,0.0410184,
11,609963,0.031394,,,,0.031394,
12,656878,0.0243264,,,,0.0243264,
13,703791,0.0191886,,,,0.0191886,
14,750705,0.0147864,,,,0.0147864,
15,797620,0.0110838,,,,0.0110838,
16,844533,0.00896109,,,,0.00896109,
17,891443,0.00636804,,,,0.00636804,
18,938355,0.00553586,,,,0.00553586,
19,985274,0.00395591,,,,0.00395591,
20,1032184,0.00296693,,,,0.00296693,
21,1079098,0.00250862,,,,0.00250862,
22,1126011,0.00189353,,,,0.00189353,
23,1172925,0.00172468,,,,0.00172468,
24,1219838,0.000928673,,,,0.000928673,
25,1266751,0.000796005,,,,0.000796005,
26,1313664,0.000675399,,,,0.000675399,
27,1360576,0.000458306,,,,0.000458306,
28,1407489,0.000446246,,,,0.000446246,
29,125095,,0.479919,,,,
30,187593,,0.338531,,,,
31,250092,,0.230661,,,,
32,312591,,0.161927,,,,
33,375092,,0.110379,,,,
34,437594,,0.0776588,,,,
35,500092,,0.0536218,,,,
36,562594,,0.0376052,,,,
37,625089,,0.0260631,,,,
38,687591,,0.0181513,,,,
39,750093,,0.0121331,,,,
40,812593,,0.00897315,,,,
41,875094,,0.00604241,,,,
42,937590,,0.0038956,,,,
43,1000092,,0.00306342,,,,
44,1062592,,0.00200207,,,,
45,1125093,,0.00154377,,,,
46,1187592,,0.000892491,,,,
47,1250090,,0.000711581,,,,
48,1312592,,0.000373881,,,,
49,1375092,,0.000325639,,,,
50,1437590,,0.000132668,,,,
51,1500093,,9.64855e-05,,,,
52,1562592,,0.000144728,,,,
53,1625094,,9.64855e-05,,,,
54,1687593,,2.41214e-05,,,,
55,1750095,,1.20607e-05,,,,
56,1812591,,1.20607e-05,,,,
57,1875092,,2.41214e-05,,,,
58,111735,,,0.522831,,,
59,167553,,,0.388463,,,
60,223372,,,0.270473,,,
61,279192,,,0.197699,,,
62,335010,,,0.141858,,,
63,390834,,,0.103686,,,
64,446652,,,0.0723521,,,
65,502474,,,0.0541646,,,
66,558295,,,0.0397882,,,
67,614113,,,0.0283306,,,
68,669930,,,0.0201414,,,
69,725752,,,0.0142557,,,
70,781571,,,0.0106255,,,
71,837393,,,0.00759823,,,
72,893213,,,0.00563234,,,
73,949035,,,0.00420918,,,
74,1004853,,,0.00297899,,,
75,1060674,,,0.00218298,,,
76,1116493,,,0.00153171,,,
77,1172313,,,0.000940734,,,
78,1228131,,,0.00086837,,,
79,1283951,,,0.000723641,,,
80,1339771,,,0.000398003,,,
81,1395592,,,0.000325639,,,
82,1451412,,,0.000205032,,,
83,1507232,,,0.000192971,,,
84,1563049,,,0.000120607,,,
85,1618871,,,0.000108546,,,
86,1674695,,,8.44248e-05,,,
87,102826,,,,0.552247,,
88,154196,,,,0.416311,,
89,205557,,,,0.309562,,
90,256927,,,,0.227621,,
91,308290,,,,0.17254,,
92,359657,,,,0.125877,,
93,411026,,,,0.0955327,,
94,462394,,,,0.0695781,,
95,513761,,,,0.0521987,,
96,565123,,,,0.0377982,,
97,616492,,,,0.0283788,,
98,667859,,,,0.0210097,,
99,719226,,,,0.0154256,,
100,770593,,,,0.0119401,,
101,821959,,,,0.00943146,,
102,873325,,,,0.00680223,,
103,924691,,,,0.00513785,,
104,976058,,,,0.00401621,,
105,1027428,,,,0.00274984,,
106,1078792,,,,0.00189353,,
107,1130159,,,,0.0014714,,
108,1181523,,,,0.00120607,,
109,1232892,,,,0.00108546,,
110,1284260,,,,0.000615095,,
111,1335625,,,,0.000373881,,
112,1386989,,,,0.000277396,,
113,1438358,,,,0.000205032,,
114,1489725,,,,0.000132668,,
115,1541093,,,,0.000132668,,
116,211393,,,,,,0.729841
117,223897,,,,,,0.729841
118,274040,,,,,,0.703705
119,286536,,,,,,0.703705
120,299040,,,,,,0.647104
121,311544,,,,,,0.619015
122,324040,,,,,,0.604023
123,336544,,,,,,0.596136
124,349040,,,,,,0.592252
