,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.999606,,,,
1,75034,0.960458,,,,
2,137534,0.929001,,,,
3,200034,0.916872,,,,
4,262534,0.914012,,,,
5,325034,0.913815,,,,
6,387534,0.913717,,,,
7,450034,0.913717,,,,
0,222768,,0.0,,,
1,222768,,0.0,,,
2,175567,,0.363376,,,
3,171256,,0.396509,,,
4,138701,,0.603688,,,
5,122630,,0.691451,,,
6,114185,,0.737501,,,
7,106419,,0.773198,,,
8,102247,,0.789173,,,
9,99917,,0.799034,,,
10,98044,,0.806035,,,
11,97726,,0.806922,,,
12,97568,,0.807415,,,
13,97523,,0.807415,,,
14,97221,,0.807613,,,
15,97221,,0.807613,,,
16,97221,,0.807613,,,
17,97221,,0.807613,,,
18,97221,,0.807613,,,
19,97221,,0.807613,,,
0,110830,,,0.774184,,
0,292582,,,,0.681688,
1,265993,,,,0.693817,
2,243836,,,,0.700424,
3,225087,,,,0.714131,
4,209017,,,,0.721822,
5,195089,,,,0.738882,
6,182903,,,,0.747954,
7,172150,,,,0.766887,
8,162591,,,,0.769845,
9,154040,,,,0.777241,
0,227123,,,,,0.0546297
