,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.996663,,,,
1,75034,0.934503,,,,
2,137534,0.90608,,,,
3,200034,0.901137,,,,
4,262534,0.900148,,,,
5,325034,0.899901,,,,
6,387534,0.899901,,,,
7,450034,0.899901,,,,
0,169966,,0.0,,,
1,168995,,0.00630252,,,
2,138239,,0.302397,,,
3,131909,,0.363075,,,
4,114183,,0.524716,,,
5,103828,,0.614187,,,
6,91738,,0.668685,,,
7,86731,,0.705264,,,
8,83271,,0.726026,,,
9,80488,,0.743203,,,
10,77653,,0.756673,,,
11,76986,,0.759021,,,
12,76595,,0.759886,,,
13,76430,,0.760628,,,
14,76394,,0.760628,,,
15,76391,,0.760628,,,
16,76391,,0.760628,,,
17,76391,,0.760628,,,
18,76391,,0.760628,,,
19,76391,,0.760628,,,
0,116247,,,0.684998,,
0,218844,,,,0.669056,
1,198959,,,,0.673875,
2,182387,,,,0.687222,
3,168366,,,,0.694884,
4,156347,,,,0.719476,
5,145931,,,,0.720341,
6,136817,,,,0.726149,
7,128775,,,,0.741226,
8,121627,,,,0.756179,
9,115231,,,,0.758403,
0,183407,,,,,0.137173
