,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.743136,,,,
0,222768,,0.000188213,,,
1,222768,,0.000188213,,,
2,175567,,0.000188213,,,
3,171256,,0.000399953,,,
4,138701,,0.000752853,,,
5,122630,,0.00169392,,,
6,114185,,0.0031761,,,
7,106419,,0.00559934,,,
8,102247,,0.00816375,,,
9,99917,,0.0167274,,,
10,98044,,0.0300906,,,
11,97726,,0.038819,,,
12,97568,,0.0654276,,,
13,97523,,0.0802729,,,
14,97221,,0.137231,,,
15,97221,,0.137231,,,
16,97221,,0.137231,,,
17,97221,,0.137231,,,
18,97221,,0.137231,,,
19,97221,,0.137231,,,
0,110830,,,0.13636,,
0,292582,,,,0.140242,
1,265993,,,,0.14276,
2,243836,,,,0.138384,
3,225087,,,,0.143701,
4,209017,,,,0.148806,
5,195089,,,,0.148053,
6,182903,,,,0.151229,
7,172150,,,,0.153182,
8,162591,,,,0.15097,
9,154040,,,,0.155088,
0,227123,,,,,0.00042348
