,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.999674,,,,
1,75034,0.975202,,,,
2,137534,0.962622,,,,
3,200034,0.95954,,,,
4,262534,0.958996,,,,
5,325034,0.95896,,,,
6,387534,0.95896,,,,
7,450034,0.95896,,,,
0,179171,,0.0,,,
1,179171,,0.0,,,
2,171772,,0.145162,,,
3,170758,,0.149259,,,
4,164584,,0.155857,,,
5,139741,,0.344886,,,
6,131224,,0.399775,,,
0,155494,,,0.159809,,
0,235154,,,,0.651778,
1,213786,,,,0.667186,
2,195979,,,,0.678715,
3,180912,,,,0.692238,
4,167997,,,,0.703513,
5,156804,,,,0.716891,
6,147011,,,,0.727985,
7,138370,,,,0.735308,
8,130688,,,,0.748323,
9,123816,,,,0.756154,
0,179636,,,,,0.00804844
