,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.9966,,,,
1,75034,0.98337,,,,
2,137534,0.956973,,,,
3,200034,0.936696,,,,
4,262534,0.926496,,,,
5,325034,0.920623,,,,
6,387534,0.918954,,,,
7,450034,0.918027,,,,
0,368523,,0.0,,,
1,368523,,0.0,,,
2,317923,,0.243756,,,
3,302722,,0.338835,,,
4,253013,,0.546798,,,
5,223900,,0.659681,,,
6,190781,,0.780725,,,
7,168185,,0.842545,,,
8,145985,,0.900223,,,
9,124010,,0.942878,,,
10,100121,,0.971501,,,
11,91580,,0.974036,,,
12,90948,,0.974468,,,
13,90892,,0.974716,,,
14,90892,,0.974716,,,
15,90892,,0.974716,,,
16,90892,,0.974716,,,
17,90892,,0.974716,,,
18,90892,,0.974716,,,
19,90892,,0.974716,,,
0,91981,,,0.972305,,
0,483541,,,,0.659743,
1,439592,,,,0.680329,
2,402968,,,,0.692384,
3,371978,,,,0.704006,
4,345416,,,,0.717297,
5,322395,,,,0.730527,
6,302252,,,,0.740171,
7,284479,,,,0.752226,
8,268681,,,,0.756862,
9,254545,,,,0.774048,
0,368600,,,,,0.00166914
