,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.979485,,,,
1,75034,0.800448,,,,
2,137534,0.690787,,,,
0,368523,,0.00261097,,,
1,368523,,0.00261097,,,
2,317923,,0.00261097,,,
3,302722,,0.0116374,,,
4,253013,,0.0123088,,,
5,223900,,0.0352853,,,
6,190781,,0.0473704,,,
7,168185,,0.0944424,,,
8,145985,,0.109959,,,
9,124010,,0.19821,,,
10,100121,,0.332264,,,
11,91580,,0.365461,,,
12,90948,,0.379336,,,
13,90892,,0.384036,,,
14,90892,,0.384036,,,
15,90892,,0.384036,,,
16,90892,,0.384036,,,
17,90892,,0.384036,,,
18,90892,,0.384036,,,
19,90892,,0.384036,,,
0,91981,,,0.38135,,
0,483541,,,,0.590153,
1,439592,,,,0.598881,
2,402968,,,,0.602089,
3,371978,,,,0.611264,
4,345416,,,,0.619769,
5,322395,,,,0.620664,
6,302252,,,,0.629317,
7,284479,,,,0.635062,
8,268681,,,,0.638941,
9,254545,,,,0.642745,
0,368600,,,,,0.00425214
