,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,FST
0,12534,0.999192,,,,
1,75034,0.94014,,,,
2,137534,0.912523,,,,
3,200034,0.906427,,,,
4,262534,0.90628,,,,
5,325034,0.906059,,,,
6,387534,0.906059,,,,
7,450034,0.906059,,,,
0,169966,,0.0,,,
1,168995,,0.0194638,,,
2,138239,,0.696217,,,
3,131909,,0.768491,,,
4,114183,,0.810503,,,
5,103828,,0.842159,,,
0,116247,,,0.81087,,
0,218844,,,,0.648843,
1,198959,,,,0.667426,
2,182387,,,,0.679692,
3,168366,,,,0.68924,
4,156347,,,,0.70415,
5,145931,,,,0.714433,
6,136817,,,,0.723246,
7,128775,,,,0.733015,
8,121627,,,,0.749321,
9,115231,,,,0.760779,
0,183407,,,,,0.199266
