,Memory usage,RangeBF,Range KR-BF
0,12534,0.999914,
1,137534,0.999914,
2,262534,0.9998,
3,387534,0.999458,
4,512534,0.997832,
5,637534,0.996207,
6,762534,0.995009,
7,887534,0.994581,
0,12534,,0.999914
1,137534,,0.999914
2,262534,,0.999914
3,387534,,0.9998
4,512534,,0.999344
5,637534,,0.998545
6,762534,,0.997804
7,887534,,0.997205
