,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.935047,,,,,,,,,,
1,25034,0.66894,,,,,,,,,,
2,37534,0.391815,,,,,,,,,,
3,50034,0.211542,,,,,,,,,,
4,62534,0.122141,,,,,,,,,,
5,75034,0.0842602,,,,,,,,,,
6,87534,0.067681,,,,,,,,,,
7,100034,0.0583421,,,,,,,,,,
0,55768,,0.250157,,,,,,,,,
1,83542,,0.0610703,,,,,,,,,
2,111318,,0.0146905,,,,,,,,,
3,139088,,0.00314795,,,,,,,,,
4,166890,,0.000629591,,,,,,,,,
5,194654,,0.000104932,,,,,,,,,
0,74735,,,0.0,,,,,,,,
1,73050,,,0.129486,,,,,,,,
2,69704,,,0.129486,,,,,,,,
3,51883,,,0.497167,,,,,,,,
4,47802,,,0.497167,,,,,,,,
5,26236,,,0.8149,,,,,,,,
6,20011,,,0.8149,,,,,,,,
7,19051,,,0.8149,,,,,,,,
8,18423,,,0.821406,,,,,,,,
9,18417,,,0.821406,,,,,,,,
10,18417,,,0.821406,,,,,,,,
0,18417,,,,0.821406,,,,,,,
1,18417,,,,0.821406,,,,,,,
2,18417,,,,0.821406,,,,,,,
3,18417,,,,0.821406,,,,,,,
4,18420,,,,0.821301,,,,,,,
5,18443,,,,0.820567,,,,,,,
6,18536,,,,0.818363,,,,,,,
7,19107,,,,0.80787,,,,,,,
8,21539,,,,0.769255,,,,,,,
9,31454,,,,0.606191,,,,,,,
10,48240,,,,0.352991,,,,,,,
11,62779,,,,0.151836,,,,,,,
12,71002,,,,0.0457503,,,,,,,
13,73848,,,,0.0101784,,,,,,,
14,74619,,,,0.00125918,,,,,,,
0,59269,,,,,0.129486,,,,,,
0,69244,,,,,,0.060021,,,,,
1,64657,,,,,,0.0616999,,,,,
2,61905,,,,,,0.0636936,,,,,
3,60070,,,,,,0.066212,,,,,
4,58759,,,,,,0.0678909,,,,,
5,57776,,,,,,0.0675761,,,,,
0,64066,,,,,,,0.060021,,,,
1,59479,,,,,,,0.0616999,,,,
2,56727,,,,,,,0.0636936,,,,
3,54892,,,,,,,0.066212,,,,
4,53581,,,,,,,0.0678909,,,,
5,52598,,,,,,,0.0675761,,,,
0,58888,,,,,,,,0.060021,,,
1,54301,,,,,,,,0.0616999,,,
2,51549,,,,,,,,0.0636936,,,
3,49714,,,,,,,,0.066212,,,
4,48403,,,,,,,,0.0678909,,,
5,47420,,,,,,,,0.0675761,,,
0,53710,,,,,,,,,0.060021,,
1,49123,,,,,,,,,0.0616999,,
2,46371,,,,,,,,,0.0636936,,
3,44536,,,,,,,,,0.066212,,
4,43225,,,,,,,,,0.0678909,,
5,42242,,,,,,,,,0.0675761,,
0,59269,,,,,0.129486,,,,,,
1,60533,,,,,0.129486,,,,,,
2,61781,,,,,0.129486,,,,,,
3,63029,,,,,0.129486,,,,,,
4,64277,,,,,0.129486,,,,,,
5,65533,,,,,0.129486,,,,,,
6,66781,,,,,0.129486,,,,,,
7,68029,,,,,0.129486,,,,,,
8,69277,,,,,0.129486,,,,,,
0,59269,,,,,,,,,,0.129486,
0,74703,,,,,,,,,,,0.0
