,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.0353212,,,,,,,,,,
1,25034,0.00370222,,,,,,,,,,
2,37534,0.00130078,,,,,,,,,,
3,50034,0.00130078,,,,,,,,,,
4,62534,0.00060036,,,,,,,,,,
5,75034,0.00060036,,,,,,,,,,
6,87534,0.0,,,,,,,,,,
7,100034,0.00010006,,,,,,,,,,
0,52471,,0.987292,,,,,,,,,
1,78599,,0.935862,,,,,,,,,
2,104727,,0.847208,,,,,,,,,
3,130862,,0.713328,,,,,,,,,
4,156993,,0.55023,,,,,,,,,
5,183122,,0.334501,,,,,,,,,
0,149837,,,0.00020012,,,,,,,,
1,136652,,,0.00070042,,,,,,,,
2,110388,,,0.00510306,,,,,,,,
3,97394,,,0.0105063,,,,,,,,
4,72179,,,0.0348209,,,,,,,,
5,49483,,,0.0885531,,,,,,,,
6,40068,,,0.13318,,,,,,,,
7,27386,,,0.221133,,,,,,,,
8,24621,,,0.255553,,,,,,,,
9,23660,,,0.272263,,,,,,,,
10,23660,,,0.272263,,,,,,,,
0,23660,,,,0.272263,,,,,,,
1,23660,,,,0.272263,,,,,,,
2,23682,,,,0.272163,,,,,,,
3,23788,,,,0.271563,,,,,,,
4,24148,,,,0.270162,,,,,,,
5,24929,,,,0.26726,,,,,,,
6,26676,,,,0.262257,,,,,,,
7,30212,,,,0.252351,,,,,,,
8,37322,,,,0.231739,,,,,,,
9,48594,,,,0.207825,,,,,,,
10,66117,,,,0.164899,,,,,,,
11,88853,,,,0.120472,,,,,,,
12,115708,,,,0.0695417,,,,,,,
13,137320,,,,0.0278167,,,,,,,
14,149837,,,,0.00020012,,,,,,,
0,23630,,,,,0.271963,,,,,,
0,113016,,,,,,0.00030018,,,,,
1,109889,,,,,,0.00030018,,,,,
2,108014,,,,,,0.00030018,,,,,
3,106763,,,,,,0.00030018,,,,,
4,105869,,,,,,0.00030018,,,,,
5,105200,,,,,,0.00030018,,,,,
0,100526,,,,,,,0.00030018,,,,
1,97399,,,,,,,0.00040024,,,,
2,95524,,,,,,,0.00040024,,,,
3,94273,,,,,,,0.00040024,,,,
4,93379,,,,,,,0.00030018,,,,
5,92710,,,,,,,0.00040024,,,,
0,88036,,,,,,,,0.00040024,,,
1,84909,,,,,,,,0.0005003,,,
2,83034,,,,,,,,0.00060036,,,
3,81783,,,,,,,,0.00060036,,,
4,80889,,,,,,,,0.0005003,,,
5,80220,,,,,,,,0.0005003,,,
0,75545,,,,,,,,,0.00090054,,
1,72418,,,,,,,,,0.0010006,,
2,70543,,,,,,,,,0.0010006,,
3,69292,,,,,,,,,0.00120072,,
4,68398,,,,,,,,,0.00090054,,
5,67729,,,,,,,,,0.00110066,,
0,23630,,,,,0.271963,,,,,,
1,24886,,,,,0.271963,,,,,,
2,26134,,,,,0.194417,,,,,,
3,27390,,,,,0.157294,,,,,,
4,28638,,,,,0.125375,,,,,,
5,29886,,,,,0.111367,,,,,,
6,31142,,,,,0.104263,,,,,,
7,32390,,,,,0.10056,,,,,,
8,33638,,,,,0.0989594,,,,,,
0,23630,,,,,,,,,,0.271963,
0,149808,,,,,,,,,,,0.00020012
