,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.990102,,,,,,,,,,
1,25034,0.928374,,,,,,,,,,
2,37534,0.797467,,,,,,,,,,
3,50034,0.652086,,,,,,,,,,
4,62534,0.491805,,,,,,,,,,
5,75034,0.358025,,,,,,,,,,
6,87534,0.266284,,,,,,,,,,
7,100034,0.188378,,,,,,,,,,
0,52471,,0.985951,,,,,,,,,
1,78599,,0.937314,,,,,,,,,
2,104727,,0.852171,,,,,,,,,
3,130862,,0.710302,,,,,,,,,
4,156993,,0.547999,,,,,,,,,
5,183122,,0.341954,,,,,,,,,
0,149837,,,0.0,,,,,,,,
1,136652,,,0.998616,,,,,,,,
2,110388,,,0.998616,,,,,,,,
3,97394,,,0.998936,,,,,,,,
4,72179,,,0.998936,,,,,,,,
5,49483,,,0.998936,,,,,,,,
6,40068,,,0.998936,,,,,,,,
7,27386,,,0.998936,,,,,,,,
8,24621,,,0.998936,,,,,,,,
9,23660,,,0.998936,,,,,,,,
10,23660,,,0.998936,,,,,,,,
0,23660,,,,0.998936,,,,,,,
1,23660,,,,0.998936,,,,,,,
2,23682,,,,0.99702,,,,,,,
3,23788,,,,0.992656,,,,,,,
4,24148,,,,0.983184,,,,,,,
5,24929,,,,0.967965,,,,,,,
6,26676,,,,0.940719,,,,,,,
7,30212,,,,0.894849,,,,,,,
8,37322,,,,0.817263,,,,,,,
9,48594,,,,0.712005,,,,,,,
10,66117,,,,0.563218,,,,,,,
11,88853,,,,0.389208,,,,,,,
12,115708,,,,0.208174,,,,,,,
13,137320,,,,0.0723712,,,,,,,
14,149837,,,,0.0,,,,,,,
0,23630,,,,,0.99851,,,,,,
0,113016,,,,,,0.0664112,,,,,
1,109889,,,,,,0.0721584,,,,,
2,108014,,,,,,0.0785441,,,,,
3,106763,,,,,,0.0834398,,,,,
4,105869,,,,,,0.0884419,,,,,
5,105200,,,,,,0.0951469,,,,,
0,100526,,,,,,,0.0664112,,,,
1,97399,,,,,,,0.0721584,,,,
2,95524,,,,,,,0.0785441,,,,
3,94273,,,,,,,0.0834398,,,,
4,93379,,,,,,,0.0884419,,,,
5,92710,,,,,,,0.0951469,,,,
0,88036,,,,,,,,0.0664112,,,
1,84909,,,,,,,,0.0721584,,,
2,83034,,,,,,,,0.0785441,,,
3,81783,,,,,,,,0.0834398,,,
4,80889,,,,,,,,0.0884419,,,
5,80220,,,,,,,,0.0951469,,,
0,75545,,,,,,,,,0.0664112,,
1,72418,,,,,,,,,0.0721584,,
2,70543,,,,,,,,,0.0785441,,
3,69292,,,,,,,,,0.0834398,,
4,68398,,,,,,,,,0.0884419,,
5,67729,,,,,,,,,0.0951469,,
0,23630,,,,,0.99851,,,,,,
1,24886,,,,,0.99851,,,,,,
2,26134,,,,,0.997659,,,,,,
3,27390,,,,,0.996914,,,,,,
4,28638,,,,,0.996594,,,,,,
5,29886,,,,,0.996594,,,,,,
6,31142,,,,,0.996594,,,,,,
7,32390,,,,,0.996594,,,,,,
8,33638,,,,,0.996594,,,,,,
0,23630,,,,,,,,,,0.99851,
0,149808,,,,,,,,,,,0.000106428
