,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.0258026,,,,,,,,,,
1,25034,0.00030003,,,,,,,,,,
2,37534,0.0,,,,,,,,,,
3,50034,0.0,,,,,,,,,,
4,62534,0.0,,,,,,,,,,
5,75034,0.0,,,,,,,,,,
6,87534,0.0,,,,,,,,,,
7,100034,0.0,,,,,,,,,,
0,52378,,0.856986,,,,,,,,,
1,78486,,0.643864,,,,,,,,,
2,104523,,0.420842,,,,,,,,,
3,130635,,0.262626,,,,,,,,,
4,156746,,0.155216,,,,,,,,,
5,182854,,0.0849085,,,,,,,,,
0,178160,,,0.0,,,,,,,,
1,164948,,,0.0,,,,,,,,
2,138548,,,0.0,,,,,,,,
3,125348,,,0.0,,,,,,,,
4,98936,,,0.0,,,,,,,,
5,72536,,,0.0,,,,,,,,
6,59320,,,0.0,,,,,,,,
7,32922,,,0.00030003,,,,,,,,
8,19902,,,0.0146015,,,,,,,,
9,16267,,,0.353035,,,,,,,,
10,16267,,,0.353035,,,,,,,,
0,16267,,,,0.353035,,,,,,,
1,16267,,,,0.353035,,,,,,,
2,16267,,,,0.353035,,,,,,,
3,16267,,,,0.353035,,,,,,,
4,16267,,,,0.353035,,,,,,,
5,16267,,,,0.353035,,,,,,,
6,16267,,,,0.353035,,,,,,,
7,16267,,,,0.353035,,,,,,,
8,16267,,,,0.353035,,,,,,,
9,16267,,,,0.353035,,,,,,,
10,16267,,,,0.353035,,,,,,,
11,16291,,,,0.353035,,,,,,,
12,18237,,,,0.353035,,,,,,,
13,130869,,,,0.342834,,,,,,,
14,178160,,,,0.0,,,,,,,
0,16219,,,,,0.353035,,,,,,
0,136573,,,,,,0.0,,,,,
1,133449,,,,,,0.0,,,,,
2,131574,,,,,,0.0,,,,,
3,130323,,,,,,0.0,,,,,
4,129430,,,,,,0.0,,,,,
5,128761,,,,,,0.0,,,,,
0,120869,,,,,,,0.0,,,,
1,117745,,,,,,,0.0,,,,
2,115870,,,,,,,0.0,,,,
3,114619,,,,,,,0.0,,,,
4,113726,,,,,,,0.0,,,,
5,113057,,,,,,,0.0,,,,
0,105165,,,,,,,,0.0,,,
1,102041,,,,,,,,0.0,,,
2,100166,,,,,,,,0.0,,,
3,98915,,,,,,,,0.0,,,
4,98022,,,,,,,,0.0,,,
5,97353,,,,,,,,0.0,,,
0,89461,,,,,,,,,0.0,,
1,86337,,,,,,,,,0.0,,
2,84462,,,,,,,,,0.0,,
3,83211,,,,,,,,,0.0,,
4,82318,,,,,,,,,0.0,,
5,81649,,,,,,,,,0.0,,
0,16219,,,,,0.353035,,,,,,
1,17483,,,,,0.353035,,,,,,
2,18731,,,,,0.193219,,,,,,
3,19979,,,,,0.120112,,,,,,
4,21227,,,,,0.0587059,,,,,,
5,22483,,,,,0.030203,,,,,,
6,23731,,,,,0.0164016,,,,,,
7,24979,,,,,0.00850085,,,,,,
8,26227,,,,,0.00460046,,,,,,
0,16219,,,,,,,,,,0.353035,
0,178128,,,,,,,,,,,0.0
