,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.984989,,,,,,,,,,
1,25034,0.900468,,,,,,,,,,
2,37534,0.726313,,,,,,,,,,
3,50034,0.541717,,,,,,,,,,
4,62534,0.38823,,,,,,,,,,
5,75034,0.275536,,,,,,,,,,
6,87534,0.198956,,,,,,,,,,
7,100034,0.145546,,,,,,,,,,
0,53312,,0.908517,,,,,,,,,
1,79891,,0.733384,,,,,,,,,
2,106446,,0.439465,,,,,,,,,
3,133019,,0.14163,,,,,,,,,
4,159581,,0.0331774,,,,,,,,,
5,186150,,0.0085935,,,,,,,,,
0,127655,,,0.0,,,,,,,,
1,114459,,,0.143261,,,,,,,,
2,84567,,,0.40694,,,,,,,,
3,71433,,,0.515936,,,,,,,,
4,46237,,,0.693354,,,,,,,,
5,28461,,,0.794844,,,,,,,,
6,24781,,,0.811161,,,,,,,,
7,23097,,,0.816708,,,,,,,,
8,23051,,,0.817143,,,,,,,,
9,23042,,,0.817143,,,,,,,,
10,23042,,,0.817143,,,,,,,,
0,23042,,,,0.817143,,,,,,,
1,23042,,,,0.817143,,,,,,,
2,23044,,,,0.817143,,,,,,,
3,23076,,,,0.8166,,,,,,,
4,23246,,,,0.815403,,,,,,,
5,23990,,,,0.808006,,,,,,,
6,27384,,,,0.777657,,,,,,,
7,37548,,,,0.686065,,,,,,,
8,61042,,,,0.483085,,,,,,,
9,92217,,,,0.258131,,,,,,,
10,113368,,,,0.0979006,,,,,,,
11,123108,,,,0.026977,,,,,,,
12,126383,,,,0.00456869,,,,,,,
13,126899,,,,0.000979006,,,,,,,
14,127655,,,,0.0,,,,,,,
0,22994,,,,,0.817143,,,,,,
0,97854,,,,,,0.240944,,,,,
1,94730,,,,,,0.241597,,,,,
2,92855,,,,,,0.242467,,,,,
3,91604,,,,,,0.244534,,,,,
4,90711,,,,,,0.242685,,,,,
5,90042,,,,,,0.244643,,,,,
0,87418,,,,,,,0.35266,,,,
1,84294,,,,,,,0.353312,,,,
2,82419,,,,,,,0.354183,,,,
3,81168,,,,,,,0.356249,,,,
4,80275,,,,,,,0.3544,,,,
5,79606,,,,,,,0.356358,,,,
0,76983,,,,,,,,0.522898,,,
1,73859,,,,,,,,0.523551,,,
2,71984,,,,,,,,0.524421,,,
3,70733,,,,,,,,0.526488,,,
4,69840,,,,,,,,0.524638,,,
5,69171,,,,,,,,0.526596,,,
0,66548,,,,,,,,,0.682911,,
1,63424,,,,,,,,,0.683564,,
2,61549,,,,,,,,,0.684434,,
3,60298,,,,,,,,,0.686501,,
4,59405,,,,,,,,,0.684651,,
5,58736,,,,,,,,,0.686609,,
0,22994,,,,,0.817143,,,,,,
1,24258,,,,,0.817143,,,,,,
2,25506,,,,,0.78625,,,,,,
3,26754,,,,,0.769607,,,,,,
4,28002,,,,,0.757859,,,,,,
5,29250,,,,,0.752094,,,,,,
6,30498,,,,,0.74796,,,,,,
7,31746,,,,,0.746546,,,,,,
8,33002,,,,,0.74535,,,,,,
0,22994,,,,,,,,,,0.817143,
0,127623,,,,,,,,,,,0.0
