,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,Layered CHaREQ h=14 b=5,Layered CHaREQ h=14 b=6,SuRF Base,FST
0,12534,0.0581,,,,,,,,,,
1,25034,0.0051,,,,,,,,,,
2,37534,0.0002,,,,,,,,,,
3,50034,0.0,,,,,,,,,,
4,62534,0.0,,,,,,,,,,
5,75034,0.0,,,,,,,,,,
6,87534,0.0,,,,,,,,,,
7,100034,0.0,,,,,,,,,,
0,53312,,0.9531,,,,,,,,,
1,79891,,0.7802,,,,,,,,,
2,106446,,0.4186,,,,,,,,,
3,133019,,0.0527,,,,,,,,,
4,159581,,0.0109,,,,,,,,,
5,186150,,0.0059,,,,,,,,,
0,127655,,,0.0,,,,,,,,
1,114459,,,0.0,,,,,,,,
2,84567,,,0.0,,,,,,,,
3,71433,,,0.0,,,,,,,,
4,46237,,,0.0,,,,,,,,
5,28461,,,0.0,,,,,,,,
6,24781,,,0.0,,,,,,,,
7,23097,,,0.0,,,,,,,,
8,23051,,,0.0001,,,,,,,,
9,23042,,,0.0016,,,,,,,,
10,23042,,,0.0016,,,,,,,,
0,23042,,,,0.0016,,,,,,,
1,23042,,,,0.0016,,,,,,,
2,23044,,,,0.0016,,,,,,,
3,23076,,,,0.0016,,,,,,,
4,23246,,,,0.0016,,,,,,,
5,23990,,,,0.0016,,,,,,,
6,27384,,,,0.0016,,,,,,,
7,37548,,,,0.0016,,,,,,,
8,61042,,,,0.0016,,,,,,,
9,92217,,,,0.0016,,,,,,,
10,113368,,,,0.0016,,,,,,,
11,123108,,,,0.0016,,,,,,,
12,126383,,,,0.0016,,,,,,,
13,126899,,,,0.0015,,,,,,,
14,127655,,,,0.0,,,,,,,
0,22994,,,,,0.0016,,,,,,
0,97854,,,,,,0.0,,,,,
1,94730,,,,,,0.0,,,,,
2,92855,,,,,,0.0,,,,,
3,91604,,,,,,0.0,,,,,
4,90711,,,,,,0.0,,,,,
5,90042,,,,,,0.0,,,,,
0,87418,,,,,,,0.0,,,,
1,84294,,,,,,,0.0,,,,
2,82419,,,,,,,0.0,,,,
3,81168,,,,,,,0.0,,,,
4,80275,,,,,,,0.0,,,,
5,79606,,,,,,,0.0,,,,
0,76983,,,,,,,,0.0001,,,
1,73859,,,,,,,,0.0001,,,
2,71984,,,,,,,,0.0001,,,
3,70733,,,,,,,,0.0001,,,
4,69840,,,,,,,,0.0001,,,
5,69171,,,,,,,,0.0001,,,
0,66548,,,,,,,,,0.0012,,
1,63424,,,,,,,,,0.0012,,
2,61549,,,,,,,,,0.0012,,
3,60298,,,,,,,,,0.0012,,
4,59405,,,,,,,,,0.0012,,
5,58736,,,,,,,,,0.0012,,
0,22994,,,,,0.0016,,,,,,
1,24258,,,,,0.0016,,,,,,
2,25506,,,,,0.0007,,,,,,
3,26754,,,,,0.0004,,,,,,
4,28002,,,,,0.0001,,,,,,
5,29250,,,,,0.0,,,,,,
6,30498,,,,,0.0,,,,,,
7,31746,,,,,0.0,,,,,,
8,33002,,,,,0.0,,,,,,
0,22994,,,,,,,,,,0.0016,
0,127623,,,,,,,,,,,0.0
