,Memory usage,RangeBF,LilRosetta p=0.7,LilRosetta p=0.8,LilRosetta p=0.9,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,SuRF Base,FST
0,12534,0.0428043,,,,,,,,
1,25034,0.00470047,,,,,,,,
2,37534,0.00050005,,,,,,,,
3,50034,0.00030003,,,,,,,,
4,62534,0.00030003,,,,,,,,
5,75034,0.0,,,,,,,,
6,87534,0.0,,,,,,,,
7,100034,0.00010001,,,,,,,,
0,79480,,0.478048,,,,,,,
1,119159,,0.0790079,,,,,,,
2,158832,,0.0139014,,,,,,,
3,198513,,0.00250025,,,,,,,
4,238191,,0.00090009,,,,,,,
5,277866,,0.00030003,,,,,,,
0,55101,,,0.750275,,,,,,
1,82590,,,0.205121,,,,,,
2,110076,,,0.0373037,,,,,,
3,137568,,,0.00560056,,,,,,
4,165053,,,0.00140014,,,,,,
5,192544,,,0.00050005,,,,,,
0,30726,,,,0.976898,,,,,
1,46024,,,,0.609961,,,,,
2,61322,,,,0.169117,,,,,
3,76624,,,,0.0343034,,,,,
4,91922,,,,0.00740074,,,,,
5,107218,,,,0.00130013,,,,,
0,127361,,,,,0.0,,,,
1,114164,,,,,0.0,,,,
2,87790,,,,,0.00140014,,,,
3,71339,,,,,0.00670067,,,,
4,46243,,,,,0.0627063,,,,
5,28482,,,,,0.307031,,,,
6,24709,,,,,0.425643,,,,
7,22981,,,,,0.50145,,,,
8,22918,,,,,0.50435,,,,
9,22909,,,,,0.505151,,,,
10,22909,,,,,0.505151,,,,
0,22909,,,,,,0.505151,,,
1,22909,,,,,,0.505151,,,
2,22915,,,,,,0.505151,,,
3,22939,,,,,,0.505151,,,
4,23081,,,,,,0.505151,,,
5,24001,,,,,,0.50455,,,
6,27580,,,,,,0.50025,,,
7,38120,,,,,,0.478048,,,
8,59864,,,,,,0.394339,,,
9,91329,,,,,,0.239624,,,
10,112836,,,,,,0.10261,,,
11,123040,,,,,,0.0289029,,,
12,126269,,,,,,0.00530053,,,
13,126937,,,,,,0.00090009,,,
14,127361,,,,,,0.0,,,
0,22883,,,,,,,0.50495,,
0,22883,,,,,,,0.50495,,
1,24147,,,,,,,0.50495,,
2,25395,,,,,,,0.50495,,
3,26643,,,,,,,0.50495,,
4,27891,,,,,,,0.50495,,
5,29139,,,,,,,0.367037,,
6,30395,,,,,,,0.238824,,
7,31643,,,,,,,0.171917,,
8,32891,,,,,,,0.133613,,
0,22883,,,,,,,,0.50495,
0,127330,,,,,,,,,0.0
