,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,ReCHaREQ b=3,ReCHaREQ b=4,ReCHaREQ b=5,FST
0,12534,0.99367,,,,,,,
1,75034,0.08989,,,,,,,
2,137534,0.01371,,,,,,,
3,200034,0.00344,,,,,,,
4,262534,0.00097,,,,,,,
5,325034,0.00029,,,,,,,
6,387534,0.00013,,,,,,,
7,450034,5e-05,,,,,,,
0,869923,,0.0,,,,,,
1,743210,,0.0,,,,,,
2,530775,,3e-05,,,,,,
3,390110,,3e-05,,,,,,
4,279738,,3e-05,,,,,,
5,230128,,3e-05,,,,,,
6,220004,,3e-05,,,,,,
7,218381,,4e-05,,,,,,
8,217954,,0.00066,,,,,,
9,217890,,0.00087,,,,,,
10,217890,,0.00087,,,,,,
0,220989,,,0.00087,,,,,
0,1604928,,,,5e-05,,,,
1,1459034,,,,5e-05,,,,
2,1337457,,,,5e-05,,,,
3,1234584,,,,5e-05,,,,
4,1146407,,,,5e-05,,,,
5,1069987,,,,6e-05,,,,
6,1003119,,,,5e-05,,,,
7,944118,,,,5e-05,,,,
8,891673,,,,6e-05,,,,
9,844748,,,,5e-05,,,,
0,962935,,,,,0.00032,,,
1,875399,,,,,0.00039,,,
2,802452,,,,,0.0004,,,
3,740729,,,,,0.00034,,,
4,687822,,,,,0.00045,,,
5,641970,,,,,0.00063,,,
6,601850,,,,,0.00056,,,
7,566449,,,,,0.00051,,,
8,534982,,,,,0.00055,,,
9,506827,,,,,0.00061,,,
0,1123417,,,,,,0.00018,,
1,1021292,,,,,,0.00021,,
2,936187,,,,,,0.00019,,
3,864177,,,,,,0.0002,,
4,802452,,,,,,0.00026,,
5,748958,,,,,,0.00026,,
6,702151,,,,,,0.00019,,
7,660850,,,,,,0.00022,,
8,624139,,,,,,0.00028,,
9,591291,,,,,,0.00025,,
0,1283900,,,,,,,0.0001,
1,1167185,,,,,,,0.0001,
2,1069923,,,,,,,0.00013,
3,987625,,,,,,,0.00011,
4,917083,,,,,,,0.00013,
5,855947,,,,,,,0.00013,
6,802453,,,,,,,0.00011,
7,755252,,,,,,,0.00012,
8,713296,,,,,,,0.00014,
9,675756,,,,,,,0.00015,
0,871153,,,,,,,,0.0
