,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,ReCHaREQ b=3,ReCHaREQ b=4,ReCHaREQ b=5,FST
0,12534,0.999981,,,,,,,
1,75034,0.999759,,,,,,,
2,137534,0.997428,,,,,,,
3,200034,0.992229,,,,,,,
4,262534,0.983588,,,,,,,
5,325034,0.972727,,,,,,,
6,387534,0.955354,,,,,,,
7,450034,0.933151,,,,,,,
0,1379792,,0.0,,,,,,
1,1251689,,0.182286,,,,,,
2,1057594,,0.421948,,,,,,
3,638284,,0.596259,,,,,,
4,470379,,0.747535,,,,,,
5,330359,,0.846893,,,,,,
6,248639,,0.890281,,,,,,
7,202398,,0.90895,,,,,,
8,186639,,0.913205,,,,,,
9,185327,,0.913446,,,,,,
10,185327,,0.913446,,,,,,
0,186985,,,0.912391,,,,,
0,2132021,,,,0.595833,,,,
1,1938217,,,,0.600403,,,,
2,1776714,,,,0.605806,,,,
3,1640058,,,,0.611616,,,,
4,1522924,,,,0.616963,,,,
5,1421408,,,,0.620571,,,,
6,1332582,,,,0.623864,,,,
7,1254206,,,,0.625918,,,,
8,1184538,,,,0.63158,,,,
9,1122203,,,,0.636039,,,,
0,1279223,,,,,0.723944,,,
1,1162940,,,,,0.727626,,,
2,1066039,,,,,0.732844,,,
3,984045,,,,,0.737876,,,
4,913765,,,,,0.742409,,,
5,852855,,,,,0.747405,,,
6,799559,,,,,0.751291,,,
7,752534,,,,,0.754676,,,
8,710733,,,,,0.75858,,,
9,673332,,,,,0.763391,,,
0,1492406,,,,,,0.667216,,
1,1356743,,,,,,0.671212,,
2,1243692,,,,,,0.67643,,
3,1148032,,,,,,0.682221,,
4,1066039,,,,,,0.687494,,
5,994977,,,,,,0.691824,,
6,932799,,,,,,0.695173,,
7,877936,,,,,,0.697597,,
8,829168,,,,,,0.701963,,
9,785534,,,,,,0.706755,,
0,1705590,,,,,,,0.634466,
1,1550547,,,,,,,0.638796,
2,1421345,,,,,,,0.644106,
3,1312020,,,,,,,0.650082,
4,1218313,,,,,,,0.655133,
5,1137100,,,,,,,0.658871,
6,1066039,,,,,,,0.661961,
7,1003338,,,,,,,0.664218,
8,947604,,,,,,,0.669288,
9,897736,,,,,,,0.673913,
0,1380426,,,,,,,,0.00199826
