,Memory usage,RangeBF,Splash,SuRF Real,CHaREQ,ReCHaREQ b=3,ReCHaREQ b=4,ReCHaREQ b=5,FST
0,12534,1.0,,,,,,,
1,75034,0.997707,,,,,,,
2,137534,0.987348,,,,,,,
3,200034,0.967072,,,,,,,
4,262534,0.928611,,,,,,,
5,325034,0.873187,,,,,,,
6,387534,0.804659,,,,,,,
7,450034,0.735048,,,,,,,
0,556543,,0.0,,,,,,
1,539981,,0.126298,,,,,,
2,512580,,0.126434,,,,,,
3,490320,,0.126466,,,,,,
4,470804,,0.126476,,,,,,
5,458850,,0.126487,,,,,,
6,455508,,0.126487,,,,,,
7,454840,,0.126487,,,,,,
8,454754,,0.126487,,,,,,
9,454682,,0.126487,,,,,,
10,454682,,0.126487,,,,,,
0,454666,,,0.126666,,,,,
0,1055761,,,,0.615733,,,,
1,959792,,,,0.622433,,,,
2,879818,,,,0.625935,,,,
3,812147,,,,0.630688,,,,
4,754144,,,,0.634064,,,,
5,703874,,,,0.638955,,,,
6,659889,,,,0.644213,,,,
7,621078,,,,0.647841,,,,
8,586579,,,,0.651249,,,,
9,555713,,,,0.65596,,,,
0,633435,,,,,0.732608,,,
1,575853,,,,,0.737098,,,
2,527869,,,,,0.740916,,,
3,487266,,,,,0.744828,,,
4,452465,,,,,0.748267,,,
5,422303,,,,,0.751906,,,
6,395912,,,,,0.756029,,,
7,372625,,,,,0.759994,,,
8,351926,,,,,0.762644,,,
9,333406,,,,,0.766945,,,
0,739000,,,,,,0.664374,,
1,671822,,,,,,0.670737,,
2,615840,,,,,,0.674407,,
3,568470,,,,,,0.679024,,
4,527869,,,,,,0.682568,,
5,492680,,,,,,0.687816,,
6,461890,,,,,,0.692864,,
7,434722,,,,,,0.696882,,
8,410573,,,,,,0.699364,,
9,388967,,,,,,0.703865,,
0,844566,,,,,,,0.646611,
1,767791,,,,,,,0.652879,
2,703812,,,,,,,0.656003,
3,649675,,,,,,,0.661198,
4,603273,,,,,,,0.664006,
5,563057,,,,,,,0.669107,
6,527869,,,,,,,0.674029,
7,496820,,,,,,,0.677468,
8,469221,,,,,,,0.680633,
9,444528,,,,,,,0.685313,
0,556524,,,,,,,,0.000199821
