,Memory usage,Prefix-BF,Prefix-QF
0,81346,0.623824,
1,162618,0.377269,
2,243891,0.227896,
3,325162,0.142714,
4,406433,0.0895539,
5,487707,0.0560557,
6,568978,0.0345686,
7,650252,0.0223547,
8,731519,0.0142534,
9,812793,0.00886751,
10,894064,0.0055098,
11,975338,0.00349292,
12,1056610,0.00226476,
13,1137881,0.00149857,
14,1219155,0.00113802,
15,1300425,0.000676049,
16,1381697,0.000495769,
17,1462968,0.000338024,
18,1544241,0.000214082,
19,1625514,0.000112675,
20,1706784,6.76049e-05,
21,1788057,4.50699e-05,
22,1869328,6.76049e-05,
23,1950601,0.0,
24,2031872,2.2535e-05,
25,524288,,0.262003
26,655360,,0.140798
27,786432,,0.0722921
28,917504,,0.0368897
29,1048576,,0.0186589
30,1179648,,0.00959989
31,1310720,,0.00470981
32,1441792,,0.00246758
33,1572864,,0.00126196
34,1703936,,0.000630979
35,1835008,,0.000360559
36,1966080,,0.00013521
