,Memory usage,Prefix-BF,Prefix-QF
0,90539,0.845727,
1,181001,0.612622,
2,271463,0.469007,
3,361927,0.369077,
4,452388,0.28254,
5,542848,0.220876,
6,633311,0.17244,
7,723774,0.132727,
8,814236,0.101625,
9,904696,0.0828351,
10,995158,0.0638473,
11,1085622,0.049622,
12,1176083,0.0384643,
13,1266549,0.0299583,
14,1357008,0.0244263,
15,1447472,0.0196429,
16,1537932,0.0139445,
17,1628396,0.0123639,
18,1718857,0.00918194,
19,1809317,0.00694625,
20,1899781,0.00552164,
21,1990243,0.0044194,
22,2080704,0.00342113,
23,2171166,0.00270363,
24,2261629,0.00239167,
25,1048576,,0.220211
26,1310720,,0.117909
27,1572864,,0.061622
28,1835008,,0.0314349
29,2097152,,0.0156811
30,2359296,,0.00773654
31,2621440,,0.00388907
32,2883584,,0.00192374
33,3145728,,0.000883879
34,3407872,,0.000353552
35,3670016,,0.000166377
36,3932160,,5.19929e-05
