,Memory usage,Prefix-BF,Prefix-QF
0,80772,0.539823,
1,161472,0.292947,
2,242166,0.160385,
3,322865,0.0866277,
4,403561,0.0471863,
5,484260,0.0266626,
6,564954,0.0144076,
7,645654,0.00768784,
8,726349,0.0042938,
9,807044,0.00272206,
10,887743,0.00151479,
11,968439,0.000626417,
12,1049136,0.00037585,
13,1129836,0.000284735,
14,1210531,0.000148062,
15,1291227,0.000113894,
16,1371925,7.97257e-05,
17,1452624,4.55576e-05,
18,1533319,1.13894e-05,
19,1614015,0.0,
20,1694713,0.0,
21,1775408,0.0,
22,1856108,0.0,
23,1936802,1.13894e-05,
24,2017502,0.0,
25,524288,,0.18223
26,655360,,0.0953292
27,786432,,0.0482682
28,917504,,0.0240316
29,1048576,,0.0123347
30,1179648,,0.00625278
31,1310720,,0.00312069
32,1441792,,0.00149201
33,1572864,,0.0007517
34,1703936,,0.000307514
35,1835008,,0.000170841
36,1966080,,6.83364e-05
