,Memory usage,Prefix-BF,Prefix-QF
0,90539,0.845177,
1,181001,0.609612,
2,271463,0.466509,
3,361927,0.369387,
4,452388,0.285296,
5,542848,0.220634,
6,633311,0.171653,
7,723774,0.132873,
8,814236,0.104592,
9,904696,0.0811416,
10,995158,0.0627213,
11,1085622,0.050991,
12,1176083,0.0397108,
13,1266549,0.0305406,
14,1357008,0.0244505,
15,1447472,0.0193004,
16,1537932,0.0145503,
17,1628396,0.0116302,
18,1718857,0.00969019,
19,1809317,0.00696014,
20,1899781,0.00551011,
21,1990243,0.00431009,
22,2080704,0.00332007,
23,2171166,0.00284006,
24,2261629,0.00239005,
25,1048576,,0.219924
26,1310720,,0.117882
27,1572864,,0.0604212
28,1835008,,0.0303906
29,2097152,,0.0151103
30,2359296,,0.00751015
31,2621440,,0.00375008
32,2883584,,0.00181004
33,3145728,,0.000950019
34,3407872,,0.000440009
35,3670016,,0.000220004
36,3932160,,0.000100002
