,Memory usage,RangeBF,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,CHaREQ,Layered CHaREQ h=4 b=0,Layered CHaREQ h=4 b=1,Layered CHaREQ h=4 b=2,Layered CHaREQ h=6 b=0,Layered CHaREQ h=6 b=1,Layered CHaREQ h=6 b=2,SuRF Base,FST
0,12534,0.923077,,,,,,,,,,,,
1,25034,0.721569,,,,,,,,,,,,
2,37534,0.534087,,,,,,,,,,,,
3,50034,0.41629,,,,,,,,,,,,
4,62534,0.349321,,,,,,,,,,,,
5,75034,0.315234,,,,,,,,,,,,
6,87534,0.301056,,,,,,,,,,,,
7,100034,0.292609,,,,,,,,,,,,
0,90179,,0.00271493,,,,,,,,,,,
1,78667,,0.91991,,,,,,,,,,,
2,58430,,0.942383,,,,,,,,,,,
3,49358,,0.953243,,,,,,,,,,,
4,35799,,0.953243,,,,,,,,,,,
5,27469,,0.953243,,,,,,,,,,,
6,25198,,0.953243,,,,,,,,,,,
7,23343,,0.953243,,,,,,,,,,,
8,23158,,0.953243,,,,,,,,,,,
9,23129,,0.953243,,,,,,,,,,,
10,23129,,0.953243,,,,,,,,,,,
0,23129,,,0.953243,,,,,,,,,,
1,23129,,,0.953243,,,,,,,,,,
2,24003,,,0.885671,,,,,,,,,,
3,25795,,,0.80905,,,,,,,,,,
4,29075,,,0.716742,,,,,,,,,,
5,33801,,,0.612971,,,,,,,,,,
6,40274,,,0.502413,,,,,,,,,,
7,48283,,,0.393062,,,,,,,,,,
8,58175,,,0.280241,,,,,,,,,,
9,67711,,,0.186425,,,,,,,,,,
10,76605,,,0.108597,,,,,,,,,,
11,83578,,,0.0500754,,,,,,,,,,
12,87990,,,0.0171946,,,,,,,,,,
13,89950,,,0.0040724,,,,,,,,,,
14,90179,,,0.00271493,,,,,,,,,,
0,25365,,,,0.915837,,,,,,,,,
0,83888,,,,,0.389291,,,,,,,,
1,79189,,,,,0.399397,,,,,,,,
2,75276,,,,,0.412368,,,,,,,,
3,71942,,,,,0.419457,,,,,,,,
4,69077,,,,,0.429563,,,,,,,,
5,66564,,,,,0.439216,,,,,,,,
6,64378,,,,,0.45279,,,,,,,,
7,62403,,,,,0.445701,,,,,,,,
8,60705,,,,,0.470136,,,,,,,,
9,59116,,,,,0.470739,,,,,,,,
0,86256,,,,,,0.390799,,,,,,,
1,81731,,,,,,0.397436,,,,,,,
2,77960,,,,,,0.407843,,,,,,,
3,74769,,,,,,0.421116,,,,,,,
4,72035,,,,,,0.426546,,,,,,,
5,69664,,,,,,0.435596,,,,,,,
6,67591,,,,,,0.452489,,,,,,,
7,65761,,,,,,0.455204,,,,,,,
8,64134,,,,,,0.470588,,,,,,,
9,62678,,,,,,0.471795,,,,,,,
0,77960,,,,,,,0.487783,,,,,,
1,73435,,,,,,,0.499246,,,,,,
2,69664,,,,,,,0.508597,,,,,,
3,66474,,,,,,,0.519005,,,,,,
4,63739,,,,,,,0.524133,,,,,,
5,61369,,,,,,,0.533786,,,,,,
6,59295,,,,,,,0.54721,,,,,,
7,57465,,,,,,,0.546606,,,,,,
8,55838,,,,,,,0.564404,,,,,,
9,54383,,,,,,,0.567572,,,,,,
0,69665,,,,,,,,0.645551,,,,,
1,65139,,,,,,,,0.652941,,,,,
2,61369,,,,,,,,0.661086,,,,,
3,58178,,,,,,,,0.670739,,,,,
4,55443,,,,,,,,0.675113,,,,,
5,53073,,,,,,,,0.678733,,,,,
6,50999,,,,,,,,0.691855,,,,,
7,49169,,,,,,,,0.698341,,,,,
8,47543,,,,,,,,0.706938,,,,,
9,46087,,,,,,,,0.709351,,,,,
0,90858,,,,,,,,,0.395626,,,,
1,86612,,,,,,,,,0.399397,,,,
2,83073,,,,,,,,,0.409804,,,,
3,80080,,,,,,,,,0.421267,,,,
4,77513,,,,,,,,,0.427903,,,,
5,75289,,,,,,,,,0.435596,,,,
6,73343,,,,,,,,,0.442836,,,,
7,71626,,,,,,,,,0.456863,,,,
8,70100,,,,,,,,,0.463801,,,,
9,68734,,,,,,,,,0.472398,,,,
0,83074,,,,,,,,,,0.494268,,,
1,78828,,,,,,,,,,0.493213,,,
2,75289,,,,,,,,,,0.505128,,,
3,72296,,,,,,,,,,0.519608,,,
4,69729,,,,,,,,,,0.521569,,,
5,67505,,,,,,,,,,0.534691,,,
6,65559,,,,,,,,,,0.539819,,,
7,63842,,,,,,,,,,0.551433,,,
8,62316,,,,,,,,,,0.556712,,,
9,60950,,,,,,,,,,0.568778,,,
0,75290,,,,,,,,,,,0.654902,,
1,71043,,,,,,,,,,,0.651433,,
2,67505,,,,,,,,,,,0.657768,,
3,64511,,,,,,,,,,,0.671041,,
4,61945,,,,,,,,,,,0.672097,,
5,59721,,,,,,,,,,,0.68371,,
6,57775,,,,,,,,,,,0.686275,,
7,56058,,,,,,,,,,,0.693967,,
8,54531,,,,,,,,,,,0.699849,,
9,53166,,,,,,,,,,,0.711765,,
0,25365,,,,0.915837,,,,,,,,,
1,26629,,,,0.915837,,,,,,,,,
2,27877,,,,0.915837,,,,,,,,,
3,29125,,,,0.912971,,,,,,,,,
4,30373,,,,0.912971,,,,,,,,,
5,31629,,,,0.890498,,,,,,,,,
6,32877,,,,0.870739,,,,,,,,,
7,34125,,,,0.859427,,,,,,,,,
8,35373,,,,0.852338,,,,,,,,,
0,25365,,,,,,,,,,,,0.915837,
0,90806,,,,,,,,,,,,,0.0260935
