,Memory usage,RangeBF,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,CHaREQ,SuRF Real,SuRF Base,FST
0,12534,0.993432,,,,,,
1,137534,0.155006,,,,,,
2,262534,0.100642,,,,,,
3,387534,0.0767009,,,,,,
4,512534,0.0572743,,,,,,
5,637534,0.0434424,,,,,,
6,762534,0.035751,,,,,,
7,887534,0.0318678,,,,,,
0,899883,,0.0199936,,,,,
1,780630,,0.0480852,,,,,
2,609244,,0.0970475,,,,,
3,480862,,0.152439,,,,,
4,366408,,0.221641,,,,,
5,287652,,0.289902,,,,,
6,211976,,0.334585,,,,,
7,197408,,0.360227,,,,,
8,194320,,0.367833,,,,,
9,194282,,0.368015,,,,,
10,194282,,0.368015,,,,,
0,194282,,,0.368015,,,,
1,194282,,,0.368015,,,,
2,203637,,,0.355659,,,,
3,225279,,,0.333793,,,,
4,300648,,,0.303338,,,,
5,355704,,,0.264966,,,,
6,426508,,,0.223887,,,,
7,510614,,,0.180627,,,,
8,599905,,,0.140896,,,,
9,689981,,,0.100481,,,,
10,768057,,,0.0695657,,,,
11,827695,,,0.0465661,,,,
12,865030,,,0.0323492,,,,
13,885790,,,0.0248502,,,,
14,895348,,,0.0215768,,,,
0,896406,,,,0.0657146,,,
1,851350,,,,0.0661746,,,
2,813732,,,,0.0666346,,,
3,781946,,,,0.0671267,,,
4,754551,,,,0.0673299,,,
5,730771,,,,0.0675011,,,
6,709931,,,,0.0683034,,,
7,691503,,,,0.0688276,,,
8,674966,,,,0.0692341,,,
9,660372,,,,0.0691699,,,
0,211280,,,,,0.362227,,
1,223792,,,,,0.362227,,
2,274073,,,,,0.353584,,
3,286577,,,,,0.353584,,
4,299073,,,,,0.25951,,
5,311577,,,,,0.214795,,
6,324073,,,,,0.19018,,
7,336577,,,,,0.176958,,
8,349073,,,,,0.170646,,
0,211280,,,,,,0.362227,
0,903823,,,,,,,0.03957
