,Memory usage,RangeBF,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,CHaREQ,SuRF Real,SuRF Base,FST
0,12534,1.0,,,,,,
1,137534,0.996402,,,,,,
2,262534,0.945289,,,,,,
3,387534,0.83172,,,,,,
4,512534,0.709277,,,,,,
5,637534,0.625089,,,,,,
6,762534,0.575073,,,,,,
7,887534,0.551146,,,,,,
0,868583,,0.0,,,,,
1,741798,,0.971362,,,,,
2,529647,,0.974427,,,,,
3,387693,,0.9788,,,,,
4,276694,,0.982656,,,,,
5,225984,,0.984059,,,,,
6,215454,,0.984156,,,,,
7,213763,,0.984156,,,,,
8,213259,,0.984156,,,,,
9,212923,,0.984156,,,,,
10,212923,,0.984156,,,,,
0,212923,,,0.984156,,,,
1,212923,,,0.984156,,,,
2,220080,,,0.929881,,,,
3,243404,,,0.840449,,,,
4,292276,,,0.714005,,,,
5,372189,,,0.558583,,,,
6,477601,,,0.392869,,,,
7,589339,,,0.248661,,,,
8,706626,,,0.1399,,,,
9,781618,,,0.0666667,,,,
10,826915,,,0.0277832,,,,
11,850695,,,0.00958374,,,,
12,862011,,,0.00275895,,,,
13,866265,,,0.000564698,,,,
14,867987,,,0.000129074,,,,
0,876902,,,,0.605308,,,
1,832802,,,,0.611504,,,
2,796148,,,,0.620313,,,
3,764926,,,,0.625121,,,
4,738090,,,,0.63322,,,
5,714836,,,,0.640933,,,
6,694463,,,,0.645934,,,
7,676391,,,,0.65313,,,
8,660276,,,,0.656551,,,
9,645896,,,,0.665989,,,
0,221093,,,,,0.973911,,
1,233597,,,,,0.973911,,
2,246101,,,,,0.973427,,
3,258597,,,,,0.973427,,
4,271101,,,,,0.945611,,
5,283597,,,,,0.930881,,
6,296101,,,,,0.922136,,
7,308597,,,,,0.917312,,
8,321101,,,,,0.914537,,
0,221093,,,,,,0.973911,
0,869777,,,,,,,0.00730881
