,Memory usage,RangeBF,LilRosetta p=0.7,LilRosetta p=0.8,LilRosetta p=0.9,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,SuRF Base,FST
0,12534,0.0612184,,,,,,,,
1,25034,0.00870261,,,,,,,,
2,37534,0.00250075,,,,,,,,
3,50034,0.0010003,,,,,,,,
4,62534,0.00070021,,,,,,,,
5,75034,0.00060018,,,,,,,,
6,87534,0.00060018,,,,,,,,
7,100034,0.00030009,,,,,,,,
0,79479,,0.760728,,,,,,,
1,119153,,0.187556,,,,,,,
2,158832,,0.0296089,,,,,,,
3,198503,,0.00570171,,,,,,,
4,238181,,0.0010003,,,,,,,
5,277852,,0.00050015,,,,,,,
0,55106,,,0.946784,,,,,,
1,82586,,,0.446034,,,,,,
2,110077,,,0.0986296,,,,,,
3,137558,,,0.0148044,,,,,,
4,165047,,,0.00250075,,,,,,
5,192529,,,0.00070021,,,,,,
0,30725,,,,0.9996,,,,,
1,46022,,,,0.930379,,,,,
2,61321,,,,0.431629,,,,,
3,76611,,,,0.10083,,,,,
4,91909,,,,0.0179054,,,,,
5,107203,,,,0.00420126,,,,,
0,127517,,,,,0.0,,,,
1,114321,,,,,0.00030009,,,,
2,84734,,,,,0.0020006,,,,
3,71585,,,,,0.00650195,,,,
4,46301,,,,,0.0631189,,,,
5,28369,,,,,0.319796,,,,
6,24684,,,,,0.43423,,,,
7,22986,,,,,0.504151,,,,
8,22914,,,,,0.508052,,,,
9,22836,,,,,0.508453,,,,
10,22836,,,,,0.508453,,,,
0,22836,,,,,,0.508453,,,
1,22836,,,,,,0.508453,,,
2,22842,,,,,,0.508453,,,
3,22866,,,,,,0.508453,,,
4,23008,,,,,,0.508353,,,
5,23824,,,,,,0.507552,,,
6,26649,,,,,,0.504651,,,
7,37442,,,,,,0.482145,,,
8,59846,,,,,,0.395319,,,
9,92128,,,,,,0.231469,,,
10,113072,,,,,,0.0944283,,,
11,123212,,,,,,0.026708,,,
12,126209,,,,,,0.00550165,,,
13,126945,,,,,,0.00040012,,,
14,127369,,,,,,0.0,,,
0,22813,,,,,,,0.507952,,
1,24077,,,,,,,0.507952,,
2,25325,,,,,,,0.507952,,
3,26573,,,,,,,0.507952,,
4,27821,,,,,,,0.507952,,
5,29069,,,,,,,0.381514,,
6,30317,,,,,,,0.249575,,
7,31573,,,,,,,0.181755,,
8,32821,,,,,,,0.13474,,
0,22813,,,,,,,,0.507952,
0,127485,,,,,,,,,0.0
