,Memory usage,RangeBF,LilRosetta p=0.7,LilRosetta p=0.8,LilRosetta p=0.9,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,SuRF Base,FST
0,12534,0.967712,,,,,,,,
1,25034,0.96433,,,,,,,,
2,37534,0.959717,,,,,,,,
3,50034,0.945879,,,,,,,,
0,81401,,0.134686,,,,,,,
1,122046,,0.107934,,,,,,,
2,162687,,0.104244,,,,,,,
3,203327,,0.103629,,,,,,,
4,243968,,0.103629,,,,,,,
5,284608,,0.103629,,,,,,,
0,57302,,,0.173124,,,,,,
1,85889,,,0.109164,,,,,,
2,114482,,,0.104244,,,,,,
3,143071,,,0.103629,,,,,,
4,171663,,,0.103629,,,,,,
5,200252,,,0.103629,,,,,,
0,33202,,,,0.807196,,,,,
1,49736,,,,0.226322,,,,,
2,66278,,,,0.106396,,,,,
3,82818,,,,0.103629,,,,,
4,99353,,,,0.103629,,,,,
5,115892,,,,0.103629,,,,,
0,87597,,,,,0.103629,,,,
1,76452,,,,,0.285978,,,,
2,56748,,,,,0.556273,,,,
3,48028,,,,,0.664207,,,,
4,34754,,,,,0.793665,,,,
5,26662,,,,,0.855474,,,,
6,24463,,,,,0.869619,,,,
7,22638,,,,,0.876999,,,,
8,22466,,,,,0.877306,,,,
9,22453,,,,,0.877306,,,,
10,22453,,,,,0.877306,,,,
0,22453,,,,,,0.877306,,,
1,22453,,,,,,0.877306,,,
2,23271,,,,,,0.866851,,,
3,25099,,,,,,0.835178,,,
4,28030,,,,,,0.788745,,,
5,32788,,,,,,0.72048,,,
6,39366,,,,,,0.634686,,,
7,47200,,,,,,0.542435,,,
8,56502,,,,,,0.428967,,,
9,65808,,,,,,0.322571,,,
10,74256,,,,,,0.232165,,,
11,81187,,,,,,0.162362,,,
12,85552,,,,,,0.122386,,,
13,87364,,,,,,0.105474,,,
14,87597,,,,,,0.103629,,,
0,22835,,,,,,,0.869311,,
1,23971,,,,,,,0.869311,,
2,25099,,,,,,,0.869311,,
3,26219,,,,,,,0.796433,,
4,27347,,,,,,,0.796433,,
5,28483,,,,,,,0.758918,,
6,29603,,,,,,,0.728782,,
7,30731,,,,,,,0.711255,,
8,31859,,,,,,,0.701722,,
0,22835,,,,,,,,0.869311,
0,87565,,,,,,,,,0.103629
