,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=1,Layered CHaREQ h=14 b=2,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,SuRF Base,FST
0,12534,0.99619,,,,,,,,,,
1,25034,0.99619,,,,,,,,,,
2,37534,0.99619,,,,,,,,,,
3,50034,0.99619,,,,,,,,,,
4,62534,0.99619,,,,,,,,,,
5,75034,0.99619,,,,,,,,,,
6,87534,0.99619,,,,,,,,,,
7,100034,0.99619,,,,,,,,,,
0,54559,,0.96261,,,,,,,,,
1,81766,,0.723029,,,,,,,,,
2,108981,,0.267683,,,,,,,,,
3,136188,,0.0150036,,,,,,,,,
4,163399,,0.00285782,,,,,,,,,
5,190611,,0.00119076,,,,,,,,,
0,160494,,,0.0,,,,,,,,
1,147294,,,0.140748,,,,,,,,
2,120898,,,0.418195,,,,,,,,
3,107682,,,0.53608,,,,,,,,
4,75730,,,0.728269,,,,,,,,
5,49344,,,0.894261,,,,,,,,
6,36317,,,0.950941,,,,,,,,
7,19659,,,0.991427,,,,,,,,
8,19658,,,0.991427,,,,,,,,
9,19658,,,0.991427,,,,,,,,
10,19658,,,0.991427,,,,,,,,
0,19658,,,,0.991427,,,,,,,
1,19658,,,,0.991427,,,,,,,
2,19658,,,,0.991427,,,,,,,
3,19658,,,,0.991427,,,,,,,
4,19658,,,,0.991427,,,,,,,
5,19658,,,,0.991427,,,,,,,
6,19658,,,,0.991427,,,,,,,
7,19658,,,,0.991427,,,,,,,
8,19780,,,,0.990236,,,,,,,
9,21004,,,,0.980233,,,,,,,
10,31443,,,,0.896642,,,,,,,
11,107835,,,,0.36985,,,,,,,
12,160478,,,,0.000238152,,,,,,,
13,160494,,,,0.0,,,,,,,
14,160494,,,,0.0,,,,,,,
0,19610,,,,,0.991427,,,,,,
0,132700,,,,,,0.844963,,,,,
1,113950,,,,,,0.844963,,,,,
2,107699,,,,,,0.844963,,,,,
3,104575,,,,,,0.844963,,,,,
4,102700,,,,,,0.844963,,,,,
0,119349,,,,,,,0.893546,,,,
1,100599,,,,,,,0.893546,,,,
2,94348,,,,,,,0.893546,,,,
3,91224,,,,,,,0.893546,,,,
4,89349,,,,,,,0.893546,,,,
0,166762,,,,,,,,0.869493,,,
1,129262,,,,,,,,0.869493,,,
2,116761,,,,,,,,0.869493,,,
3,110512,,,,,,,,0.869493,,,
4,106762,,,,,,,,0.869493,,,
0,154661,,,,,,,,,0.91236,,
1,117161,,,,,,,,,0.91236,,
2,104660,,,,,,,,,0.91236,,
3,98411,,,,,,,,,0.91236,,
4,94661,,,,,,,,,0.91236,,
0,19610,,,,,0.991427,,,,,,
1,20866,,,,,0.991427,,,,,,
2,22114,,,,,0.991427,,,,,,
3,23362,,,,,0.991427,,,,,,
4,24610,,,,,0.991427,,,,,,
5,25866,,,,,0.983329,,,,,,
6,27114,,,,,0.975709,,,,,,
7,28362,,,,,0.969755,,,,,,
8,29610,,,,,0.964515,,,,,,
0,19610,,,,,,,,,,0.991427,
0,160462,,,,,,,,,,,0.0
