,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=1,Layered CHaREQ h=14 b=2,Layered CHaREQ h=13 b=1,Layered CHaREQ h=13 b=2,SuRF Base,FST
0,12534,0.0355036,,,,,,,,,,
1,25034,0.0010001,,,,,,,,,,
2,37534,0.0,,,,,,,,,,
3,50034,0.0,,,,,,,,,,
4,62534,0.0,,,,,,,,,,
5,75034,0.0,,,,,,,,,,
6,87534,0.0,,,,,,,,,,
7,100034,0.0,,,,,,,,,,
0,54559,,0.816182,,,,,,,,,
1,81766,,0.345735,,,,,,,,,
2,108981,,0.0977098,,,,,,,,,
3,136188,,0.0235024,,,,,,,,,
4,163399,,0.00730073,,,,,,,,,
5,190611,,0.00180018,,,,,,,,,
0,160494,,,0.0,,,,,,,,
1,147294,,,0.0,,,,,,,,
2,120898,,,0.0,,,,,,,,
3,107682,,,0.0,,,,,,,,
4,75730,,,0.0,,,,,,,,
5,49344,,,0.00120012,,,,,,,,
6,36317,,,0.0105011,,,,,,,,
7,19659,,,0.420842,,,,,,,,
8,19658,,,0.420942,,,,,,,,
9,19658,,,0.420942,,,,,,,,
10,19658,,,0.420942,,,,,,,,
0,19658,,,,0.420942,,,,,,,
1,19658,,,,0.420942,,,,,,,
2,19658,,,,0.420942,,,,,,,
3,19658,,,,0.420942,,,,,,,
4,19658,,,,0.420942,,,,,,,
5,19658,,,,0.420942,,,,,,,
6,19658,,,,0.420942,,,,,,,
7,19658,,,,0.420942,,,,,,,
8,19780,,,,0.420942,,,,,,,
9,21004,,,,0.420942,,,,,,,
10,31443,,,,0.419742,,,,,,,
11,107835,,,,0.362736,,,,,,,
12,160478,,,,0.00050005,,,,,,,
13,160494,,,,0.0,,,,,,,
14,160494,,,,0.0,,,,,,,
0,19610,,,,,0.420942,,,,,,
0,132700,,,,,,0.0,,,,,
1,113950,,,,,,0.0,,,,,
2,107699,,,,,,0.0,,,,,
3,104575,,,,,,0.0,,,,,
4,102700,,,,,,0.0,,,,,
0,119349,,,,,,,0.0,,,,
1,100599,,,,,,,0.0,,,,
2,94348,,,,,,,0.0,,,,
3,91224,,,,,,,0.0,,,,
4,89349,,,,,,,0.0,,,,
0,166762,,,,,,,,0.0,,,
1,129262,,,,,,,,0.0,,,
2,116761,,,,,,,,0.0,,,
3,110512,,,,,,,,0.0,,,
4,106762,,,,,,,,0.0,,,
0,154661,,,,,,,,,0.0,,
1,117161,,,,,,,,,0.0,,
2,104660,,,,,,,,,0.0,,
3,98411,,,,,,,,,0.0,,
4,94661,,,,,,,,,0.0,,
0,19610,,,,,0.420942,,,,,,
1,20866,,,,,0.420942,,,,,,
2,22114,,,,,0.420942,,,,,,
3,23362,,,,,0.420942,,,,,,
4,24610,,,,,0.420942,,,,,,
5,25866,,,,,0.288729,,,,,,
6,27114,,,,,0.154015,,,,,,
7,28362,,,,,0.0847085,,,,,,
8,29610,,,,,0.0439044,,,,,,
0,19610,,,,,,,,,,0.420942,
0,160462,,,,,,,,,,,0.0
