,Memory usage,RangeBF,LilRosetta p=0.7,LilRosetta p=0.8,LilRosetta p=0.9,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,SuRF Base,FST
0,12534,0.994558,,,,,,,,
1,75034,0.230179,,,,,,,,
2,137534,0.0707812,,,,,,,,
3,200034,0.0280984,,,,,,,,
4,262534,0.0128339,,,,,,,,
5,325034,0.00671201,,,,,,,,
6,387534,0.00411123,,,,,,,,
7,450034,0.00276083,,,,,,,,
0,76961,,1.0,,,,,,,
1,115337,,1.0,,,,,,,
2,153690,,1.0,,,,,,,
3,192044,,1.0,,,,,,,
4,230421,,0.99994,,,,,,,
5,268771,,0.99991,,,,,,,
0,52215,,,1.0,,,,,,
1,78193,,,1.0,,,,,,
2,104180,,,1.0,,,,,,
3,130183,,,1.0,,,,,,
4,156153,,,1.0,,,,,,
5,182134,,,0.99999,,,,,,
0,27468,,,,1.0,,,,,
1,41074,,,,1.0,,,,,
2,54678,,,,1.0,,,,,
3,68281,,,,1.0,,,,,
4,81887,,,,1.0,,,,,
5,95490,,,,1.0,,,,,
0,898651,,,,,0.0,,,,
1,779259,,,,,0.0,,,,
2,607786,,,,,1.0003e-05,,,,
3,480217,,,,,7.0021e-05,,,,
4,366584,,,,,0.000210063,,,,
5,288059,,,,,0.00115035,,,,
6,212103,,,,,0.00644193,,,,
7,197536,,,,,0.0407422,,,,
8,194515,,,,,0.128479,,,,
9,194487,,,,,0.154566,,,,
10,194487,,,,,0.154566,,,,
0,194487,,,,,,0.154566,,,
1,194487,,,,,,0.154566,,,
2,203946,,,,,,0.154556,,,
3,226420,,,,,,0.154456,,,
4,301538,,,,,,0.154416,,,
5,357189,,,,,,0.153996,,,
6,427807,,,,,,0.152936,,,
7,511307,,,,,,0.148935,,,
8,601651,,,,,,0.143923,,,
9,688378,,,,,,0.131559,,,
10,766017,,,,,,0.116125,,,
11,825550,,,,,,0.0890767,,,
12,864654,,,,,,0.0585676,,,
13,885908,,,,,,0.026678,,,
14,894894,,,,,,0.0114934,,,
0,211395,,,,,,,0.152876,,
1,223899,,,,,,,0.152876,,
2,274420,,,,,,,0.152876,,
3,286924,,,,,,,0.152876,,
4,299420,,,,,,,0.0776733,,
5,311916,,,,,,,0.0408623,,
6,324420,,,,,,,0.0217165,,
7,336916,,,,,,,0.0110433,,
8,349420,,,,,,,0.00603181,,
0,211395,,,,,,,,0.152876,
0,902491,,,,,,,,,3.0009e-05
