,Memory usage,RangeBF,LilRosetta p=0.7,LilRosetta p=0.8,LilRosetta p=0.9,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,SuRF Base,FST
0,12534,1.0,,,,,,,,
1,75034,0.990234,,,,,,,,
2,137534,0.910007,,,,,,,,
3,200034,0.76337,,,,,,,,
4,262534,0.610816,,,,,,,,
5,325034,0.489172,,,,,,,,
6,387534,0.406564,,,,,,,,
7,450034,0.352514,,,,,,,,
0,78308,,1.0,,,,,,,
1,117368,,1.0,,,,,,,
2,156425,,0.999843,,,,,,,
3,195493,,0.999572,,,,,,,
4,234532,,0.99913,,,,,,,
5,273604,,0.997648,,,,,,,
0,53756,,,1.0,,,,,,
1,80533,,,1.0,,,,,,
2,107314,,,0.999986,,,,,,
3,134092,,,0.999957,,,,,,
4,160875,,,0.999786,,,,,,
5,187656,,,0.999558,,,,,,
0,29198,,,,1.0,,,,,
1,43712,,,,1.0,,,,,
2,58206,,,,1.0,,,,,
3,72712,,,,1.0,,,,,
4,87208,,,,1.0,,,,,
5,101718,,,,0.999986,,,,,
0,556935,,,,,0.0,,,,
1,540489,,,,,0.0253069,,,,
2,511142,,,,,0.0589401,,,,
3,384380,,,,,0.27119,,,,
4,326433,,,,,0.358346,,,,
5,249954,,,,,0.486163,,,,
6,234537,,,,,0.507949,,,,
7,231662,,,,,0.511213,,,,
8,231159,,,,,0.511727,,,,
9,231021,,,,,0.511727,,,,
10,231021,,,,,0.511727,,,,
0,231021,,,,,,0.511727,,,
1,231021,,,,,,0.511727,,,
2,231402,,,,,,0.5107,,,
3,232838,,,,,,0.507877,,,
4,236181,,,,,,0.502944,,,
5,256787,,,,,,0.464093,,,
6,287904,,,,,,0.410043,,,
7,329620,,,,,,0.342563,,,
8,376767,,,,,,0.273428,,,
9,441208,,,,,,0.168009,,,
10,492528,,,,,,0.0906628,,,
11,526767,,,,,,0.0408475,,,
12,544134,,,,,,0.0170376,,,
13,552547,,,,,,0.00540356,,,
14,555614,,,,,,0.00148277,,,
0,455869,,,,,,,0.10482,,
1,468381,,,,,,,0.10482,,
2,480877,,,,,,,0.10291,,
3,493373,,,,,,,0.10291,,
4,505877,,,,,,,0.0956672,,
5,518381,,,,,,,0.0923737,,
6,530877,,,,,,,0.0905915,,
7,543373,,,,,,,0.0896363,,
8,555877,,,,,,,0.0890945,,
0,455869,,,,,,,,0.10482,
0,556971,,,,,,,,,0.000270891
