,Memory usage,RangeBF,LilRosetta p=0.7,LilRosetta p=0.8,LilRosetta p=0.9,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,SuRF Base,FST
0,12534,1.0,,,,,,,,
1,75034,0.99871,,,,,,,,
2,137534,0.979487,,,,,,,,
3,200034,0.925221,,,,,,,,
4,262534,0.833998,,,,,,,,
5,325034,0.722116,,,,,,,,
6,387534,0.620763,,,,,,,,
7,450034,0.52587,,,,,,,,
0,76961,,1.0,,,,,,,
1,115337,,1.0,,,,,,,
2,153690,,1.0,,,,,,,
3,192044,,0.999973,,,,,,,
4,230421,,0.999987,,,,,,,
5,268771,,0.99992,,,,,,,
0,52215,,,1.0,,,,,,
1,78193,,,1.0,,,,,,
2,104180,,,1.0,,,,,,
3,130183,,,1.0,,,,,,
4,156153,,,1.0,,,,,,
5,182134,,,0.999987,,,,,,
0,27468,,,,1.0,,,,,
1,41074,,,,1.0,,,,,
2,54678,,,,1.0,,,,,
3,68281,,,,1.0,,,,,
4,81887,,,,1.0,,,,,
5,95490,,,,1.0,,,,,
0,898651,,,,,0.0,,,,
1,779259,,,,,0.93127,,,,
2,607786,,,,,0.944538,,,,
3,480217,,,,,0.954269,,,,
4,366584,,,,,0.957871,,,,
5,288059,,,,,0.959028,,,,
6,212103,,,,,0.959241,,,,
7,197536,,,,,0.959254,,,,
8,194515,,,,,0.959254,,,,
9,194487,,,,,0.959254,,,,
10,194487,,,,,0.959254,,,,
0,194487,,,,,,0.959254,,,
1,194487,,,,,,0.959254,,,
2,203946,,,,,,0.885791,,,
3,226420,,,,,,0.795844,,,
4,301538,,,,,,0.696485,,,
5,357189,,,,,,0.582436,,,
6,427807,,,,,,0.467496,,,
7,511307,,,,,,0.355787,,,
8,601651,,,,,,0.252865,,,
9,688378,,,,,,0.165032,,,
10,766017,,,,,,0.0960623,,,
11,825550,,,,,,0.0486427,,,
12,864654,,,,,,0.0208716,,,
13,885908,,,,,,0.00701922,,,
14,894894,,,,,,0.0017681,,,
0,211395,,,,,,,0.936441,,
1,223899,,,,,,,0.936441,,
2,274420,,,,,,,0.934607,,
3,286924,,,,,,,0.934607,,
4,299420,,,,,,,0.893582,,
5,311916,,,,,,,0.876313,,
6,324420,,,,,,,0.864521,,
7,336916,,,,,,,0.85806,,
8,349420,,,,,,,0.854909,,
0,211395,,,,,,,,0.936441,
0,902491,,,,,,,,,0.0141448
