,Memory usage,RangeBF,LilRosetta p=0.7,LilRosetta p=0.8,LilRosetta p=0.9,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,SuRF Base,FST
0,12534,1.0,,,,,,,,
1,75034,0.198162,,,,,,,,
2,137534,0.0244427,,,,,,,,
3,200034,0.00593065,,,,,,,,
4,262534,0.00253028,,,,,,,,
5,325034,0.00134015,,,,,,,,
6,387534,0.000700077,,,,,,,,
7,450034,0.000440048,,,,,,,,
0,77165,,1.0,,,,,,,
1,115671,,1.0,,,,,,,
2,154176,,1.0,,,,,,,
3,192606,,0.99996,,,,,,,
4,231113,,0.99994,,,,,,,
5,269618,,0.99978,,,,,,,
0,52486,,,1.0,,,,,,
1,78577,,,1.0,,,,,,
2,104743,,,1.0,,,,,,
3,130835,,,1.0,,,,,,
4,157001,,,0.99999,,,,,,
5,183095,,,0.99997,,,,,,
0,27735,,,,1.0,,,,,
1,41484,,,,1.0,,,,,
2,55311,,,,1.0,,,,,
3,69063,,,,1.0,,,,,
4,82815,,,,1.0,,,,,
5,96567,,,,1.0,,,,,
0,1413500,,,,,1.00011e-05,,,,
1,1283143,,,,,1.00011e-05,,,,
2,1081938,,,,,8.00088e-05,,,,
3,905114,,,,,0.000310034,,,,
4,700482,,,,,0.00123014,,,,
5,492390,,,,,0.00770085,,,,
6,327897,,,,,0.0345738,,,,
7,182413,,,,,0.153117,,,,
8,164440,,,,,0.191851,,,,
9,164440,,,,,0.191851,,,,
10,164440,,,,,0.191851,,,,
0,164440,,,,,,0.191851,,,
1,164440,,,,,,0.191851,,,
2,164509,,,,,,0.191801,,,
3,164971,,,,,,0.191581,,,
4,167140,,,,,,0.190901,,,
5,173564,,,,,,0.189121,,,
6,191958,,,,,,0.18502,,,
7,258344,,,,,,0.176329,,,
8,346404,,,,,,0.160978,,,
9,494700,,,,,,0.136405,,,
10,706779,,,,,,0.103361,,,
11,953015,,,,,,0.0667973,,,
12,1176430,,,,,,0.0344238,,,
13,1321957,,,,,,0.0128914,,,
14,1388663,,,,,,0.00379042,,,
0,164420,,,,,,,0.191831,,
1,176924,,,,,,,0.191831,,
2,189420,,,,,,,0.191811,,
3,201924,,,,,,,0.191811,,
4,214420,,,,,,,0.0989409,,
5,250888,,,,,,,0.0537859,,
6,263392,,,,,,,0.0286031,,
7,275888,,,,,,,0.0148016,,
8,288392,,,,,,,0.00778086,,
0,164420,,,,,,,,0.191831,
0,1413471,,,,,,,,,2.00022e-05
