,Memory usage,RangeBF,LilRosetta p=0.7,LilRosetta p=0.8,LilRosetta p=0.9,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,SuRF Base,FST
0,12534,0.999935,,,,,,,,
1,75034,0.998589,,,,,,,,
2,137534,0.979328,,,,,,,,
3,200034,0.926797,,,,,,,,
4,262534,0.84124,,,,,,,,
5,325034,0.733454,,,,,,,,
6,387534,0.636856,,,,,,,,
7,450034,0.541133,,,,,,,,
0,76961,,0.999935,,,,,,,
1,115337,,0.999935,,,,,,,
2,153690,,0.999935,,,,,,,
3,192044,,0.999935,,,,,,,
4,230421,,0.999919,,,,,,,
5,268771,,0.999789,,,,,,,
0,52215,,,0.999935,,,,,,
1,78193,,,0.999935,,,,,,
2,104180,,,0.999935,,,,,,
3,130183,,,0.999935,,,,,,
4,156153,,,0.999935,,,,,,
5,182134,,,0.999903,,,,,,
0,27468,,,,0.999935,,,,,
1,41074,,,,0.999935,,,,,
2,54678,,,,0.999935,,,,,
3,68281,,,,0.999935,,,,,
4,81887,,,,0.999935,,,,,
5,95490,,,,0.999935,,,,,
0,898651,,,,,0.0,,,,
1,779259,,,,,0.200882,,,,
2,607786,,,,,0.444356,,,,
3,480217,,,,,0.606716,,,,
4,366584,,,,,0.726353,,,,
5,288059,,,,,0.793557,,,,
6,212103,,,,,0.816466,,,,
7,197536,,,,,0.823422,,,,
8,194515,,,,,0.824524,,,,
9,194487,,,,,0.824557,,,,
10,194487,,,,,0.824557,,,,
0,194487,,,,,,0.824557,,,
1,194487,,,,,,0.824557,,,
2,203946,,,,,,0.804436,,,
3,226420,,,,,,0.760498,,,
4,301538,,,,,,0.695451,,,
5,357189,,,,,,0.60678,,,
6,427807,,,,,,0.505853,,,
7,511307,,,,,,0.397646,,,
8,601651,,,,,,0.288887,,,
9,688378,,,,,,0.192986,,,
10,766017,,,,,,0.114887,,,
11,825550,,,,,,0.0601511,,,
12,864654,,,,,,0.0259898,,,
13,885908,,,,,,0.00938746,,,
14,894894,,,,,,0.00259412,,,
0,211395,,,,,,,0.800869,,
1,223899,,,,,,,0.800869,,
2,274420,,,,,,,0.789909,,
3,286924,,,,,,,0.789909,,
4,299420,,,,,,,0.722429,,
5,311916,,,,,,,0.692046,,
6,324420,,,,,,,0.673417,,
7,336916,,,,,,,0.662489,,
8,349420,,,,,,,0.65769,,
0,211395,,,,,,,,0.800869,
0,902491,,,,,,,,,0.00781478
