,Memory usage,RangeBF,LilRosetta p=0.7,LilRosetta p=0.8,LilRosetta p=0.9,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,SuRF Base,FST
0,12534,0.992347,,,,,,,,
1,75034,0.250818,,,,,,,,
2,137534,0.142183,,,,,,,,
3,200034,0.103874,,,,,,,,
4,262534,0.0814103,,,,,,,,
5,325034,0.0637285,,,,,,,,
6,387534,0.0513037,,,,,,,,
7,450034,0.0425314,,,,,,,,
0,76961,,1.0,,,,,,,
1,115337,,1.0,,,,,,,
2,153690,,1.0,,,,,,,
3,192044,,1.0,,,,,,,
4,230421,,0.999989,,,,,,,
5,268771,,0.999947,,,,,,,
0,52215,,,1.0,,,,,,
1,78193,,,1.0,,,,,,
2,104180,,,1.0,,,,,,
3,130183,,,1.0,,,,,,
4,156153,,,1.0,,,,,,
5,182134,,,1.0,,,,,,
0,27468,,,,1.0,,,,,
1,41074,,,,1.0,,,,,
2,54678,,,,1.0,,,,,
3,68281,,,,1.0,,,,,
4,81887,,,,1.0,,,,,
5,95490,,,,1.0,,,,,
0,898651,,,,,0.0198775,,,,
1,779259,,,,,0.0479679,,,,
2,607786,,,,,0.0999155,,,,
3,480217,,,,,0.155853,,,,
4,366584,,,,,0.226085,,,,
5,288059,,,,,0.292927,,,,
6,212103,,,,,0.335543,,,,
7,197536,,,,,0.36016,,,,
8,194515,,,,,0.36737,,,,
9,194487,,,,,0.367782,,,,
10,194487,,,,,0.367782,,,,
0,194487,,,,,,0.367782,,,
1,194487,,,,,,0.367782,,,
2,203946,,,,,,0.355389,,,
3,226420,,,,,,0.331658,,,
4,301538,,,,,,0.302132,,,
5,357189,,,,,,0.26186,,,
6,427807,,,,,,0.219117,,,
7,511307,,,,,,0.176797,,,
8,601651,,,,,,0.133411,,,
9,688378,,,,,,0.0968225,,,
10,766017,,,,,,0.0671171,,,
11,825550,,,,,,0.0451599,,,
12,864654,,,,,,0.0312784,,,
13,885908,,,,,,0.0239206,,,
14,894894,,,,,,0.021366,,,
0,211395,,,,,,,0.362261,,
1,223899,,,,,,,0.362261,,
2,274420,,,,,,,0.353468,,
3,286924,,,,,,,0.353468,,
4,299420,,,,,,,0.259474,,
5,311916,,,,,,,0.215666,,
6,324420,,,,,,,0.189887,,
7,336916,,,,,,,0.176459,,
8,349420,,,,,,,0.169334,,
0,211395,,,,,,,,0.362261,
0,902491,,,,,,,,,0.0398395
