,Memory usage,RangeBF,LilRosetta p=0.7,LilRosetta p=0.8,LilRosetta p=0.9,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,SuRF Base,FST
0,12534,0.979047,,,,,,,,
1,75034,0.740742,,,,,,,,
2,137534,0.654986,,,,,,,,
3,200034,0.50464,,,,,,,,
4,262534,0.348093,,,,,,,,
5,325034,0.222655,,,,,,,,
6,387534,0.12841,,,,,,,,
7,450034,0.075836,,,,,,,,
0,78308,,1.0,,,,,,,
1,117368,,0.999957,,,,,,,
2,156425,,0.999786,,,,,,,
3,195493,,0.999017,,,,,,,
4,234532,,0.997221,,,,,,,
5,273604,,0.994762,,,,,,,
0,53756,,,1.0,,,,,,
1,80533,,,1.0,,,,,,
2,107314,,,0.999979,,,,,,
3,134092,,,0.99985,,,,,,
4,160875,,,0.999637,,,,,,
5,187656,,,0.999081,,,,,,
0,29198,,,,1.0,,,,,
1,43712,,,,1.0,,,,,
2,58206,,,,1.0,,,,,
3,72712,,,,1.0,,,,,
4,87208,,,,1.0,,,,,
5,101718,,,,1.0,,,,,
0,556935,,,,,0.000171043,,,,
1,540489,,,,,0.393825,,,,
2,511142,,,,,0.39994,,,,
3,384380,,,,,0.619131,,,,
4,326433,,,,,0.657487,,,,
5,249954,,,,,0.713931,,,,
6,234537,,,,,0.737557,,,,
7,231662,,,,,0.742324,,,,
8,231159,,,,,0.743308,,,,
9,231021,,,,,0.743308,,,,
10,231021,,,,,0.743308,,,,
0,231021,,,,,,0.743308,,,
1,231021,,,,,,0.743308,,,
2,231402,,,,,,0.733259,,,
3,232838,,,,,,0.714851,,,
4,236181,,,,,,0.687313,,,
5,256787,,,,,,0.608505,,,
6,287904,,,,,,0.510925,,,
7,329620,,,,,,0.395856,,,
8,376767,,,,,,0.279847,,,
9,441208,,,,,,0.170807,,,
10,492528,,,,,,0.0883221,,,
11,526767,,,,,,0.0366459,,,
12,544134,,,,,,0.0146669,,,
13,552547,,,,,,0.00451125,,,
14,555614,,,,,,0.00166766,,,
0,455869,,,,,,,0.428248,,
1,468381,,,,,,,0.428248,,
2,480877,,,,,,,0.428055,,
3,493373,,,,,,,0.428055,,
4,505877,,,,,,,0.413688,,
5,518381,,,,,,,0.407359,,
6,530877,,,,,,,0.399064,,
7,543373,,,,,,,0.393462,,
8,555877,,,,,,,0.391067,,
0,455869,,,,,,,,0.428248,
0,556971,,,,,,,,,0.000491747
