,Memory usage,RangeBF,LilRosetta p=0.7,LilRosetta p=0.8,LilRosetta p=0.9,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,SuRF Base,FST
0,12534,1.0,,,,,,,,
1,75034,0.989039,,,,,,,,
2,137534,0.909627,,,,,,,,
3,200034,0.757194,,,,,,,,
4,262534,0.595948,,,,,,,,
5,325034,0.463596,,,,,,,,
6,387534,0.378579,,,,,,,,
7,450034,0.320923,,,,,,,,
0,78308,,1.0,,,,,,,
1,117368,,1.0,,,,,,,
2,156425,,0.999917,,,,,,,
3,195493,,0.999561,,,,,,,
4,234532,,0.998931,,,,,,,
5,273604,,0.997542,,,,,,,
0,53756,,,1.0,,,,,,
1,80533,,,1.0,,,,,,
2,107314,,,1.0,,,,,,
3,134092,,,0.999964,,,,,,
4,160875,,,0.999881,,,,,,
5,187656,,,0.99962,,,,,,
0,29198,,,,1.0,,,,,
1,43712,,,,1.0,,,,,
2,58206,,,,1.0,,,,,
3,72712,,,,1.0,,,,,
4,87208,,,,1.0,,,,,
5,101718,,,,1.0,,,,,
0,556935,,,,,0.0,,,,
1,540489,,,,,0.131462,,,,
2,511142,,,,,0.138005,,,,
3,384380,,,,,0.437778,,,,
4,326433,,,,,0.467408,,,,
5,249954,,,,,0.565808,,,,
6,234537,,,,,0.57576,,,,
7,231662,,,,,0.576935,,,,
8,231159,,,,,0.577149,,,,
9,231021,,,,,0.577149,,,,
10,231021,,,,,0.577149,,,,
0,231021,,,,,,0.577149,,,
1,231021,,,,,,0.577149,,,
2,231402,,,,,,0.573895,,,
3,232838,,,,,,0.568017,,,
4,236181,,,,,,0.558849,,,
5,256787,,,,,,0.502132,,,
6,287904,,,,,,0.431805,,,
7,329620,,,,,,0.352774,,,
8,376767,,,,,,0.274894,,,
9,441208,,,,,,0.163965,,,
10,492528,,,,,,0.0854205,,,
11,526767,,,,,,0.0377403,,,
12,544134,,,,,,0.0154263,,,
13,552547,,,,,,0.0048927,,,
14,555614,,,,,,0.00119943,,,
0,455869,,,,,,,0.132198,,
1,468381,,,,,,,0.132198,,
2,480877,,,,,,,0.132091,,
3,493373,,,,,,,0.132091,,
4,505877,,,,,,,0.130559,,
5,518381,,,,,,,0.129372,,
6,530877,,,,,,,0.128885,,
7,543373,,,,,,,0.12873,,
8,555877,,,,,,,0.128659,,
0,455869,,,,,,,,0.132198,
0,556971,,,,,,,,,0.000510646
