,Memory usage,RangeBF,LilRosetta p=0.7,LilRosetta p=0.8,LilRosetta p=0.9,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,SuRF Base,FST
0,12534,0.992449,,,,,,,,
1,75034,0.10432,,,,,,,,
2,137534,0.019712,,,,,,,,
3,200034,0.00559056,,,,,,,,
4,262534,0.00189019,,,,,,,,
5,325034,0.000710071,,,,,,,,
6,387534,0.000520052,,,,,,,,
7,450034,0.000430043,,,,,,,,
0,77780,,1.0,,,,,,,
1,116579,,1.0,,,,,,,
2,155350,,0.99996,,,,,,,
3,194155,,0.99993,,,,,,,
4,232949,,0.99952,,,,,,,
5,271726,,0.99895,,,,,,,
0,53151,,,1.0,,,,,,
1,79626,,,1.0,,,,,,
2,106094,,,1.0,,,,,,
3,132567,,,0.99999,,,,,,
4,159042,,,0.99993,,,,,,
5,185513,,,0.99983,,,,,,
0,28525,,,,1.0,,,,,
1,42674,,,,1.0,,,,,
2,56842,,,,1.0,,,,,
3,70986,,,,1.0,,,,,
4,85163,,,,1.0,,,,,
5,99304,,,,1.0,,,,,
0,869524,,,,,0.0,,,,
1,742769,,,,,0.0,,,,
2,530380,,,,,0.0,,,,
3,388093,,,,,0.0,,,,
4,276645,,,,,1.0001e-05,,,,
5,225447,,,,,4.0004e-05,,,,
6,214972,,,,,0.000250025,,,,
7,213366,,,,,0.00149015,,,,
8,212934,,,,,0.00971097,,,,
9,212798,,,,,0.0127913,,,,
10,212798,,,,,0.0127913,,,,
0,212798,,,,,,0.0127913,,,
1,212798,,,,,,0.0127913,,,
2,219854,,,,,,0.0127913,,,
3,243004,,,,,,0.0127913,,,
4,291719,,,,,,0.0127913,,,
5,371614,,,,,,0.0127913,,,
6,475325,,,,,,0.0127713,,,
7,587108,,,,,,0.0127013,,,
8,707484,,,,,,0.0125213,,,
9,783970,,,,,,0.0122012,,,
10,830869,,,,,,0.00735074,,,
11,854396,,,,,,0.00637064,,,
12,863807,,,,,,0.00421042,,,
13,867333,,,,,,0.00377038,,,
14,869042,,,,,,0.000270027,,,
0,220506,,,,,,,0.0128313,,
1,233010,,,,,,,0.0128313,,
2,245514,,,,,,,0.0128313,,
3,258010,,,,,,,0.0128313,,
4,270514,,,,,,,0.00648065,,
5,283018,,,,,,,0.00313031,,
6,295514,,,,,,,0.00176018,,
7,308018,,,,,,,0.0010201,,
8,320514,,,,,,,0.000530053,,
0,220506,,,,,,,,0.0128313,
0,870750,,,,,,,,,0.0
