,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=2,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,SuRF Base,FST
0,12534,0.0910107,,,,,,,,,
1,25034,0.0404266,,,,,,,,,
2,37534,0.0297613,,,,,,,,,
3,50034,0.0237684,,,,,,,,,
4,62534,0.0184865,,,,,,,,,
5,75034,0.0154393,,,,,,,,,
6,87534,0.0133062,,,,,,,,,
7,100034,0.0120874,,,,,,,,,
0,52729,,0.997562,,,,,,,,
1,78982,,0.970036,,,,,,,,
2,105251,,0.86003,,,,,,,,
3,131515,,0.58324,,,,,,,,
4,157773,,0.240223,,,,,,,,
5,184034,,0.0533266,,,,,,,,
0,122942,,,0.00467242,,,,,,,
1,110018,,,0.0132047,,,,,,,
2,84993,,,0.0398172,,,,,,,
3,73026,,,0.0667344,,,,,,,
4,51864,,,0.121585,,,,,,,
5,35725,,,0.197156,,,,,,,
6,30076,,,0.239817,,,,,,,
7,23820,,,0.322702,,,,,,,
8,22828,,,0.341798,,,,,,,
9,22635,,,0.350127,,,,,,,
10,22635,,,0.350127,,,,,,,
0,22635,,,,0.350127,,,,,,
1,22635,,,,0.350127,,,,,,
2,22875,,,,0.34708,,,,,,
3,23503,,,,0.342306,,,,,,
4,25187,,,,0.332047,,,,,,
5,28074,,,,0.314271,,,,,,
6,33124,,,,0.292433,,,,,,
7,40822,,,,0.261554,,,,,,
8,51295,,,,0.229761,,,,,,
9,64672,,,,0.190655,,,,,,
10,79943,,,,0.148807,,,,,,
11,96350,,,,0.0989335,,,,,,
12,110953,,,,0.052514,,,,,,
13,120321,,,,0.0197054,,,,,,
14,122942,,,,0.00467242,,,,,,
0,23049,,,,,0.344947,,,,,
0,83861,,,,,,0.0214322,,,,
1,80712,,,,,,0.0211275,,,,
2,78822,,,,,,0.0215338,,,,
3,77562,,,,,,0.0219401,,,,
4,76662,,,,,,0.0221432,,,,
5,75987,,,,,,0.0233621,,,,
0,73619,,,,,,,0.0265109,,,
1,70470,,,,,,,0.026003,,,
2,68580,,,,,,,0.0268156,,,
3,67320,,,,,,,0.0273235,,,
4,66420,,,,,,,0.027933,,,
5,65745,,,,,,,0.0289487,,,
0,63377,,,,,,,,0.0371762,,
1,60228,,,,,,,,0.0364652,,
2,58338,,,,,,,,0.0376841,,
3,57078,,,,,,,,0.0382936,,
4,56178,,,,,,,,0.0388014,,
5,55503,,,,,,,,0.0404266,,
0,23049,,,,,0.344947,,,,,
1,24305,,,,,0.344947,,,,,
2,25553,,,,,0.343525,,,,,
3,26809,,,,,0.343525,,,,,
4,28057,,,,,0.246216,,,,,
5,29305,,,,,0.201625,,,,,
6,30561,,,,,0.177146,,,,,
7,31809,,,,,0.164246,,,,,
8,33057,,,,,0.158354,,,,,
0,23049,,,,,,,,,0.344947,
0,123000,,,,,,,,,,0.00548502
