,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=2,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,SuRF Base,FST
0,12534,0.999506,,,,,,,,,
1,25034,0.954209,,,,,,,,,
2,37534,0.82227,,,,,,,,,
3,50034,0.691484,,,,,,,,,
4,62534,0.619667,,,,,,,,,
5,75034,0.57997,,,,,,,,,
6,87534,0.561357,,,,,,,,,
7,100034,0.55378,,,,,,,,,
0,57837,,0.304233,,,,,,,,
1,86695,,0.00510624,,,,,,,,
2,115537,,0.000823588,,,,,,,,
3,144389,,0.000164718,,,,,,,,
4,173228,,0.0,,,,,,,,
5,202085,,0.0,,,,,,,,
0,74817,,,0.0,,,,,,,
1,73179,,,0.0256959,,,,,,,
2,69887,,,0.0538626,,,,,,,
3,52251,,,0.316093,,,,,,,
4,48213,,,0.360402,,,,,,,
5,25648,,,0.728381,,,,,,,
6,19210,,,0.785373,,,,,,,
7,18253,,,0.791632,,,,,,,
8,17516,,,0.800692,,,,,,,
9,17510,,,0.800692,,,,,,,
10,17510,,,0.800692,,,,,,,
0,17510,,,,0.800692,,,,,,
1,17510,,,,0.800692,,,,,,
2,17510,,,,0.800692,,,,,,
3,17510,,,,0.800692,,,,,,
4,17510,,,,0.800692,,,,,,
5,17537,,,,0.800362,,,,,,
6,17631,,,,0.79855,,,,,,
7,18313,,,,0.788997,,,,,,
8,20664,,,,0.756548,,,,,,
9,30237,,,,0.611431,,,,,,
10,47045,,,,0.37012,,,,,,
11,62514,,,,0.160435,,,,,,
12,70827,,,,0.053039,,,,,,
13,73861,,,,0.0131774,,,,,,
14,74702,,,,0.00148246,,,,,,
0,59685,,,,,0.119585,,,,,
0,60426,,,,,,0.706968,,,,
1,55844,,,,,,0.711415,,,,
2,53095,,,,,,0.714215,,,,
3,51262,,,,,,0.713556,,,,
4,49953,,,,,,0.719651,,,,
5,48971,,,,,,0.720804,,,,
0,55238,,,,,,,0.754077,,,
1,50656,,,,,,,0.758524,,,
2,47907,,,,,,,0.761324,,,
3,46074,,,,,,,0.760665,,,
4,44765,,,,,,,0.76676,,,
5,43783,,,,,,,0.767913,,,
0,50051,,,,,,,,0.809916,,
1,45469,,,,,,,,0.814363,,
2,42720,,,,,,,,0.817164,,
3,40887,,,,,,,,0.816505,,
4,39578,,,,,,,,0.822599,,
5,38596,,,,,,,,0.823752,,
0,59685,,,,,0.119585,,,,,
1,60949,,,,,0.119585,,,,,
2,62197,,,,,0.118597,,,,,
3,63445,,,,,0.118597,,,,,
4,64693,,,,,0.115302,,,,,
5,65949,,,,,0.11349,,,,,
6,67197,,,,,0.112173,,,,,
7,68445,,,,,0.111514,,,,,
8,69693,,,,,0.11102,,,,,
0,59685,,,,,,,,,0.119585,
0,74785,,,,,,,,,,0.0
