,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=2,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,SuRF Base,FST
0,12534,0.361144,,,,,,,,,
1,25034,0.123049,,,,,,,,,
2,37534,0.0568227,,,,,,,,,
3,50034,0.0310124,,,,,,,,,
4,62534,0.0205082,,,,,,,,,
5,75034,0.0131052,,,,,,,,,
6,87534,0.00880352,,,,,,,,,
7,100034,0.00680272,,,,,,,,,
0,53382,,0.989996,,,,,,,,
1,79989,,0.941176,,,,,,,,
2,106595,,0.820628,,,,,,,,
3,133201,,0.619848,,,,,,,,
4,159807,,0.243497,,,,,,,,
5,186411,,0.0045018,,,,,,,,
0,170292,,,0.0,,,,,,,
1,157096,,,0.0,,,,,,,
2,130684,,,0.0,,,,,,,
3,117480,,,0.0,,,,,,,
4,91084,,,0.0,,,,,,,
5,64668,,,0.0,,,,,,,
6,51474,,,0.0,,,,,,,
7,25371,,,0.0223089,,,,,,,
8,17962,,,0.32533,,,,,,,
9,17962,,,0.32533,,,,,,,
10,17962,,,0.32533,,,,,,,
0,17962,,,,0.32533,,,,,,
1,17962,,,,0.32533,,,,,,
2,17962,,,,0.32533,,,,,,
3,17962,,,,0.32533,,,,,,
4,17962,,,,0.32533,,,,,,
5,17962,,,,0.32533,,,,,,
6,17962,,,,0.32533,,,,,,
7,17962,,,,0.32533,,,,,,
8,17962,,,,0.32533,,,,,,
9,17994,,,,0.32533,,,,,,
10,18086,,,,0.32533,,,,,,
11,20892,,,,0.32533,,,,,,
12,81424,,,,0.316327,,,,,,
13,170292,,,,0.0,,,,,,
14,170292,,,,0.0,,,,,,
0,17914,,,,,0.32533,,,,,
0,112397,,,,,,0.0316126,,,,
1,109273,,,,,,0.0316126,,,,
2,107398,,,,,,0.0316126,,,,
3,106147,,,,,,0.0316126,,,,
4,105254,,,,,,0.0316126,,,,
5,104585,,,,,,0.0316126,,,,
0,97626,,,,,,,0.0552221,,,
1,94502,,,,,,,0.0552221,,,
2,92627,,,,,,,0.0552221,,,
3,91376,,,,,,,0.0552221,,,
4,90483,,,,,,,0.0552221,,,
5,89814,,,,,,,0.0552221,,,
0,82854,,,,,,,,0.110844,,
1,79730,,,,,,,,0.110844,,
2,77855,,,,,,,,0.110844,,
3,76604,,,,,,,,0.110844,,
4,75711,,,,,,,,0.110844,,
5,75042,,,,,,,,0.110844,,
0,17914,,,,,0.32533,,,,,
1,19170,,,,,0.32533,,,,,
2,20418,,,,,0.32533,,,,,
3,21666,,,,,0.32533,,,,,
4,22914,,,,,0.168768,,,,,
5,24170,,,,,0.0932373,,,,,
6,25418,,,,,0.0512205,,,,,
7,26666,,,,,0.0265106,,,,,
8,27914,,,,,0.0137055,,,,,
0,17914,,,,,,,,,0.32533,
0,170260,,,,,,,,,,0.0
