,Memory usage,RangeBF,LilRosetta p=0.8,Splash Rel. cut-off=0.8,Splash Abs. cut-off=0.8,SuRF Real,Layered CHaREQ h=14 b=2,Layered CHaREQ h=14 b=3,Layered CHaREQ h=14 b=4,SuRF Base,FST
0,12534,1.0,,,,,,,,,
1,25034,0.99684,,,,,,,,,
2,37534,0.968931,,,,,,,,,
3,50034,0.908373,,,,,,,,,
4,62534,0.828506,,,,,,,,,
5,75034,0.744427,,,,,,,,,
6,87534,0.683167,,,,,,,,,
7,100034,0.634193,,,,,,,,,
0,54542,,0.885203,,,,,,,,
1,81733,,0.434439,,,,,,,,
2,108931,,0.0493242,,,,,,,,
3,136126,,0.00912761,,,,,,,,
4,163322,,0.00403721,,,,,,,,
5,190520,,0.00122872,,,,,,,,
0,127326,,,0.0,,,,,,,
1,114128,,,0.155169,,,,,,,
2,87746,,,0.435668,,,,,,,
3,71433,,,0.561173,,,,,,,
4,46267,,,0.766368,,,,,,,
5,28395,,,0.876426,,,,,,,
6,24615,,,0.893979,,,,,,,
7,22909,,,0.903809,,,,,,,
8,22838,,,0.90416,,,,,,,
9,22832,,,0.904336,,,,,,,
10,22832,,,0.904336,,,,,,,
0,22832,,,,0.904336,,,,,,
1,22832,,,,0.904336,,,,,,
2,22832,,,,0.904336,,,,,,
3,22852,,,,0.90416,,,,,,
4,23006,,,,0.902405,,,,,,
5,23958,,,,0.891346,,,,,,
6,27125,,,,0.858698,,,,,,
7,37443,,,,0.757416,,,,,,
8,60013,,,,0.551869,,,,,,
9,91121,,,,0.30244,,,,,,
10,112859,,,,0.117781,,,,,,
11,123139,,,,0.0305424,,,,,,
12,126050,,,,0.00631912,,,,,,
13,126822,,,,0.00105319,,,,,,
14,127326,,,,0.0,,,,,,
0,22798,,,,,0.90416,,,,,
0,84961,,,,,,0.750044,,,,
1,81837,,,,,,0.757592,,,,
2,79962,,,,,,0.755485,,,,
3,78711,,,,,,0.760049,,,,
4,77818,,,,,,0.760927,,,,
5,77149,,,,,,0.764613,,,,
0,74519,,,,,,,0.806565,,,
1,71395,,,,,,,0.814113,,,
2,69520,,,,,,,0.812006,,,
3,68269,,,,,,,0.81657,,,
4,67376,,,,,,,0.817448,,,
5,66707,,,,,,,0.821134,,,
0,64077,,,,,,,,0.879586,,
1,60953,,,,,,,,0.887134,,
2,59078,,,,,,,,0.885027,,
3,57827,,,,,,,,0.889591,,
4,56934,,,,,,,,0.890469,,
5,56265,,,,,,,,0.894155,,
0,22798,,,,,0.90416,,,,,
1,24062,,,,,0.90416,,,,,
2,25310,,,,,0.899245,,,,,
3,26558,,,,,0.899245,,,,,
4,27806,,,,,0.865017,,,,,
5,29054,,,,,0.845006,,,,,
6,30302,,,,,0.833421,,,,,
7,31558,,,,,0.825522,,,,,
8,32806,,,,,0.821485,,,,,
0,22798,,,,,,,,,0.90416,
0,127294,,,,,,,,,,0.0
