,Memory usage,RangeBF,Range KR-BF
0,12534,1.0,
1,137534,0.770198,
2,262534,0.4371,
3,387534,0.264247,
4,512534,0.204763,
5,637534,0.185499,
6,762534,0.178526,
7,887534,0.176219,
0,12534,,1.0
1,137534,,0.991364
2,262534,,0.93009
3,387534,,0.838217
4,512534,,0.76692
5,637534,,0.729021
6,762534,,0.710147
7,887534,,0.703502
