,Memory usage,RangeBF,Range KR-BF
0,12534,0.995449,
1,137534,0.0584282,
2,262534,0.00848119,
3,387534,0.00242034,
4,512534,0.00120017,
5,637534,0.000720101,
6,762534,0.000630088,
7,887534,0.000490069,
0,12534,,0.99778
1,137534,,0.0883124
2,262534,,0.0164023
3,387534,,0.00575081
4,512534,,0.00278039
5,637534,,0.00206029
6,762534,,0.00167023
7,887534,,0.00157022
