,Memory usage,Prefix-BF,Prefix-QF
0,78861,0.732786,
1,157653,0.488175,
2,236442,0.344898,
3,315232,0.236507,
4,394023,0.166293,
5,472812,0.116081,
6,551604,0.0834819,
7,630393,0.0574707,
8,709183,0.0403536,
9,787974,0.0292177,
10,866763,0.0209486,
11,945553,0.0151234,
12,1024343,0.0104651,
13,1103134,0.00727687,
14,1181923,0.0055771,
15,1260710,0.00393245,
16,1339502,0.00270126,
17,1418293,0.00192029,
18,1497083,0.0013782,
19,1575871,0.00113931,
20,1654662,0.000753413,
21,1733452,0.000532902,
22,1812243,0.000404271,
23,1891032,0.000238887,
24,1969821,0.000220511,
25,524288,,0.286959
26,655360,,0.153843
27,786432,,0.0813595
28,917504,,0.0405373
29,1048576,,0.0204432
30,1179648,,0.0101068
31,1310720,,0.00478693
32,1441792,,0.0025175
33,1572864,,0.00140576
34,1703936,,0.000606406
35,1835008,,0.000257263
36,1966080,,0.00013782
