,Memory usage,Prefix-BF,Prefix-QF
0,80640,0.570072,
1,161207,0.324245,
2,241772,0.184298,
3,322336,0.106035,
4,402899,0.0599242,
5,483465,0.0357868,
6,564029,0.0204614,
7,644595,0.01167,
8,725163,0.00695854,
9,805723,0.00441122,
10,886286,0.00248519,
11,966852,0.0015636,
12,1047418,0.000859462,
13,1127982,0.000548813,
14,1208543,0.000269229,
15,1289111,0.000155325,
16,1369677,0.000155325,
17,1450241,3.10649e-05,
18,1530802,2.07099e-05,
19,1611368,2.07099e-05,
20,1691932,1.0355e-05,
21,1772496,1.0355e-05,
22,1853064,1.0355e-05,
23,1933627,0.0,
24,2014187,0.0,
25,524288,,0.199085
26,655360,,0.104357
27,786432,,0.0535663
28,917504,,0.027275
29,1048576,,0.0129437
30,1179648,,0.00658576
31,1310720,,0.00339643
32,1441792,,0.0017707
33,1572864,,0.000900882
34,1703936,,0.000393489
35,1835008,,0.000134615
36,1966080,,6.21298e-05
